Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	11:16:57
Device ID	LBE247_ID294YR
Count	0
TriggerOutput	0
TriggerPolarity	positive
Measurement parameters
groundWGFMU,pulseWGFMU,startVolage1,endVoltage1,startVolage2,endVoltage2,stepSize,riseTime,fallTime,pulseWidth,pulseDelay,VpreCond1,VpreCond2,riseTimePrecond,fallTimePrecon,pulseWidthPreCond,bothSides,repetitions,preConEveryLoop,groundVoltageDuringPulse,measName,
SMU2,WGFMU1,0.000000,3.000000,0.000000,-2.000000,0.100000,0.000000020,0.000000020,0.000500000,0.001000000,0.000000,0.000000,0.000100000,0.000100000,0.005000000,1,3,0,0.000000,5e-4s-3V-m2V,
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,70821028.180,79339892.098
    1,  0.100,70792450.693,79370118.738
    2,  0.200,70822532.897,79278250.805
    3,  0.300,70853644.711,79357521.506
    4,  0.400,71120214.499,79686354.509
    5,  0.500,71662498.298,80554861.889
    6,  0.600,72413917.955,81486974.307
    7,  0.700,73662111.893,83070967.528
    8,  0.800,75424451.099,85117249.011
    9,  0.900,78731478.420,88858874.336
   10,  1.000,84517993.881,95857976.822
   11,  1.100,92129386.510,104709849.008
   12,  1.200,101834030.896,116077957.957
   13,  1.300,112217072.705,128746523.844
   14,  1.400,122856160.008,141296822.234
   15,  1.500,135073074.533,155477471.314
   16,  1.600,152933259.925,176703420.978
   17,  1.700,176581730.854,205532946.931
   18,  1.800,212390884.183,249239818.553
   19,  1.900,283406546.691,334112930.170
   20,  2.000,370370370.370,441637592.192
   21,  2.100,499226199.391,603682463.024
   22,  2.200,589275191.514,720046082.949
   23,  2.300,699545295.558,855651578.677
   24,  2.400,771604938.272,945894816.496
   25,  2.500,839701066.420,1032631144.155
   26,  2.600,889205050.685,1093015630.124
   27,  2.700,940645282.664,1161440185.830
   28,  2.800,970496894.410,1193459840.076
   29,  2.900,1015744032.504,1245795440.389
   30,  3.000,1036484245.439,1281229980.782
   31,  2.900,1038745195.803,1283697047.497
   32,  2.800,1042318115.489,1288327750.580
   33,  2.700,1054407423.028,1301574905.636
   34,  2.600,1058201058.201,1301236174.366
   35,  2.500,1056635672.020,1303271210.739
   36,  2.400,1071581654.522,1314751511.964
   37,  2.300,1070663811.563,1309414691.633
   38,  2.200,1072386058.981,1314233144.960
   39,  2.100,1077586206.897,1320480654.958
   40,  2.000,1078515962.036,1318391562.294
   41,  1.900,1084834020.395,1322751322.751
   42,  1.800,1082251082.251,1321877065.433
   43,  1.700,1086602194.936,1332800213.248
   44,  1.600,1096010521.701,1338688085.676
   45,  1.500,1089205968.849,1334935255.640
   46,  1.400,1092776745.711,1335826876.837
   47,  1.300,1096852034.661,1341921631.777
   48,  1.200,1099505222.650,1345351809.498
   49,  1.100,1100352112.676,1350256548.744
   50,  1.000,1106317070.472,1356483993.489
   51,  0.900,1110370863.869,1360544217.687
   52,  0.800,1113709767.235,1363140676.118
   53,  0.700,1113089937.667,1363884342.608
   54,  0.600,1116071428.571,1366680333.470
   55,  0.500,1116320607.278,1367240907.848
   56,  0.400,1118943717.131,1368925393.566
   57,  0.300,1120448179.272,1372306847.811
   58,  0.200,1123090745.732,1373437714.600
   59,  0.100,1126633618.747,1373626373.626
   60,  0.000,1126887536.624,1374192661.811
   61,  0.000,1130071194.485,1383508577.753
   62, -0.100,1133786848.073,1384083044.983
   63, -0.200,1135202633.670,1385809312.639
   64, -0.300,1129943502.825,1380643379.815
   65, -0.400,1095650268.434,1346982758.621
   66, -0.500,959600806.065,1180080245.457
   67, -0.600,652784124.290,793965859.468
   68, -0.700,206092081.942,240482889.642
   69, -0.800,111884356.329,128034415.651
   70, -0.900,83365290.028,94879360.893
   71, -1.000,75450628.881,85639167.930
   72, -1.100,71965226.403,81653316.349
   73, -1.200,69947679.136,79268824.364
   74, -1.300,68417703.765,77577713.474
   75, -1.400,67218304.889,75939946.690
   76, -1.500,66270809.034,74931624.892
   77, -1.600,65464734.148,73812722.361
   78, -1.700,64902192.396,73241293.441
   79, -1.800,64658795.536,72901175.167
   80, -1.900,64459986.463,72637994.029
   81, -2.000,64552778.352,72657521.507
   82, -1.900,64908511.453,72969797.801
   83, -1.800,65132577.361,73246658.121
   84, -1.700,65259242.340,73245585.122
   85, -1.600,65345810.027,73377800.280
   86, -1.500,65210728.469,73318620.730
   87, -1.400,65244340.054,73353040.850
   88, -1.300,65237955.442,73357883.772
   89, -1.200,65288214.824,73346046.648
   90, -1.100,65331721.818,73318083.172
   91, -1.000,65293756.611,73328298.124
   92, -0.900,65357768.424,73379415.606
   93, -0.800,65344529.029,73351964.732
   94, -0.700,65350934.518,73394495.413
   95, -0.600,65427470.378,73424134.513
   96, -0.500,65459163.301,73474306.035
   97, -0.400,65486598.168,73511034.006
   98, -0.300,65522212.030,73512655.204
   99, -0.200,65548840.441,73565653.668
  100, -0.100,65585382.330,73552667.387
  101,  0.000,65634886.255,73576479.071
