Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	11:16:56
Device ID	LBE247_ID294YR
N	3
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,70821028.180,79339892.098
    1,  0.100,70792450.693,79370118.738
    2,  0.200,70822532.897,79278250.805
    3,  0.300,70853644.711,79357521.506
    4,  0.400,71120214.499,79686354.509
    5,  0.500,71662498.298,80554861.889
    6,  0.600,72413917.955,81486974.307
    7,  0.700,73662111.893,83070967.528
    8,  0.800,75424451.099,85117249.011
    9,  0.900,78731478.420,88858874.336
   10,  1.000,84517993.881,95857976.822
   11,  1.100,92129386.510,104709849.008
   12,  1.200,101834030.896,116077957.957
   13,  1.300,112217072.705,128746523.844
   14,  1.400,122856160.008,141296822.234
   15,  1.500,135073074.533,155477471.314
   16,  1.600,152933259.925,176703420.978
   17,  1.700,176581730.854,205532946.931
   18,  1.800,212390884.183,249239818.553
   19,  1.900,283406546.691,334112930.170
   20,  2.000,370370370.370,441637592.192
   21,  2.100,499226199.391,603682463.024
   22,  2.200,589275191.514,720046082.949
   23,  2.300,699545295.558,855651578.677
   24,  2.400,771604938.272,945894816.496
   25,  2.500,839701066.420,1032631144.155
   26,  2.600,889205050.685,1093015630.124
   27,  2.700,940645282.664,1161440185.830
   28,  2.800,970496894.410,1193459840.076
   29,  2.900,1015744032.504,1245795440.389
   30,  3.000,1036484245.439,1281229980.782
   31,  2.900,1038745195.803,1283697047.497
   32,  2.800,1042318115.489,1288327750.580
   33,  2.700,1054407423.028,1301574905.636
   34,  2.600,1058201058.201,1301236174.366
   35,  2.500,1056635672.020,1303271210.739
   36,  2.400,1071581654.522,1314751511.964
   37,  2.300,1070663811.563,1309414691.633
   38,  2.200,1072386058.981,1314233144.960
   39,  2.100,1077586206.897,1320480654.958
   40,  2.000,1078515962.036,1318391562.294
   41,  1.900,1084834020.395,1322751322.751
   42,  1.800,1082251082.251,1321877065.433
   43,  1.700,1086602194.936,1332800213.248
   44,  1.600,1096010521.701,1338688085.676
   45,  1.500,1089205968.849,1334935255.640
   46,  1.400,1092776745.711,1335826876.837
