Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	11:21:56
Device ID	LBE247_ID294YR
Count	2
TriggerOutput	0
TriggerPolarity	positive
Measurement parameters
groundWGFMU,pulseWGFMU,startVolage1,endVoltage1,startVolage2,endVoltage2,stepSize,riseTime,fallTime,pulseWidth,pulseDelay,VpreCond1,VpreCond2,riseTimePrecond,fallTimePrecon,pulseWidthPreCond,bothSides,repetitions,preConEveryLoop,groundVoltageDuringPulse,measName,
SMU2,WGFMU1,0.000000,3.000000,0.000000,-2.000000,0.100000,0.000000020,0.000000020,0.000500000,0.001000000,0.000000,0.000000,0.000100000,0.000100000,0.005000000,1,3,0,0.000000,5e-4s-3V-m2V,
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,65397946.504,73226276.517
    1,  0.100,65418909.990,73179120.533
    2,  0.200,65445454.486,73204298.556
    3,  0.300,65600440.835,73444626.424
    4,  0.400,65894818.690,73825255.620
    5,  0.500,66475659.937,74604039.063
    6,  0.600,67229602.539,75531553.306
    7,  0.700,69174471.853,77855546.818
    8,  0.800,72936800.263,82226699.009
    9,  0.900,77550039.163,87721606.709
   10,  1.000,87759328.817,99388759.131
   11,  1.100,104795439.302,119661597.004
   12,  1.200,131066752.297,150693188.668
   13,  1.300,164638864.650,191405876.160
   14,  1.400,215940745.859,252563519.725
   15,  1.500,291281931.782,346332340.514
   16,  1.600,380112513.304,459305530.039
   17,  1.700,465722801.788,568246391.635
   18,  1.800,549088513.068,666800026.672
   19,  1.900,621426795.923,760687661.646
   20,  2.000,679671039.217,831462542.612
   21,  2.100,728226041.363,894614421.184
   22,  2.200,782778864.971,959324635.457
   23,  2.300,834237090.181,1021346134.205
   24,  2.400,881989768.919,1084363478.638
   25,  2.500,909504320.146,1127141568.981
   26,  2.600,950389659.761,1173846695.622
   27,  2.700,983864620.228,1210653753.027
   28,  2.800,1004722194.313,1235941169.200
   29,  2.900,1013684744.045,1247972045.426
   30,  3.000,1026799466.064,1270648030.496
   31,  2.900,1022390348.635,1259287243.420
   32,  2.800,1032311345.102,1270325203.252
   33,  2.700,1037559659.680,1275672917.464
   34,  2.600,1041341247.527,1285347043.702
   35,  2.500,1040691018.837,1287664177.183
   36,  2.400,1042970379.641,1283697047.497
   37,  2.300,1044495508.669,1288161793.121
   38,  2.200,1043296817.945,1281229980.782
   39,  2.100,1045041279.131,1286835671.085
   40,  2.000,1051524710.831,1293828438.349
   41,  1.900,1061909312.945,1300559240.473
   42,  1.800,1062022090.059,1304631441.618
   43,  1.700,1063490375.412,1301744337.412
   44,  1.600,1065076152.945,1303950971.443
   45,  1.500,1069404341.782,1311475409.836
   46,  1.400,1071122536.418,1312335958.005
   47,  1.300,1070663811.563,1313715186.548
   48,  1.200,1076078768.966,1315443304.394
   49,  1.100,1076426264.801,1315789473.684
   50,  1.000,1079563856.202,1324327903.589
   51,  0.900,1082719792.118,1327844907.715
   52,  0.800,1085304970.697,1330317945.989
   53,  0.700,1088850174.216,1336541031.810
   54,  0.600,1091345629.161,1337792642.140
   55,  0.500,1092537965.694,1338688085.676
   56,  0.400,1092776745.711,1342462075.446
   57,  0.300,1096491228.070,1342462075.446
   58,  0.200,1098780353.807,1345532831.001
   59,  0.100,1100231048.520,1348435814.455
   60,  0.000,1101806963.420,1347708894.879
   61,  0.000,1104728236.854,1348799568.384
   62, -0.100,1107419712.071,1348254011.056
   63, -0.200,1106317070.472,1351168760.978
   64, -0.300,1098297638.660,1347164219.318
   65, -0.400,1070090957.731,1312852829.198
   66, -0.500,976181179.227,1203659123.736
   67, -0.600,602155717.469,730994152.047
   68, -0.700,228133412.420,266759143.170
   69, -0.800,108118627.758,123339541.424
   70, -0.900,82575019.405,93925817.389
   71, -1.000,75033389.858,85136814.861
   72, -1.100,72352094.231,81869908.715
   73, -1.200,70302229.284,79583618.508
   74, -1.300,68720493.138,77675332.645
   75, -1.400,67539274.088,76319565.284
   76, -1.500,66685338.561,75129222.262
   77, -1.600,65740168.558,74101519.081
   78, -1.700,65072816.482,73359498.221
   79, -1.800,64459986.463,72610040.516
   80, -1.900,64304959.842,72339532.831
   81, -2.000,64232676.447,72114691.205
   82, -1.900,64280158.643,72145907.884
   83, -1.800,64451677.355,72283060.465
   84, -1.700,64558612.765,72391900.794
   85, -1.600,64589052.156,72389280.595
   86, -1.500,64586132.066,72432800.469
   87, -1.400,64574454.346,72441720.636
   88, -1.300,64570701.690,72494236.708
   89, -1.200,64574454.346,72477948.584
   90, -1.100,64605326.063,72453267.642
   91, -1.000,64642076.821,72429652.700
   92, -0.900,64637062.892,72491609.096
   93, -0.800,64686818.767,72501595.035
   94, -0.700,64732879.772,72558935.996
   95, -0.600,64734555.953,72574733.832
   96, -0.500,64781943.977,72586323.285
   97, -0.400,64802934.277,72565254.305
   98, -0.300,64809234.020,72575787.266
   99, -0.200,64867249.175,72657521.507
  100, -0.100,64890821.193,72606877.323
  101,  0.000,64884926.583,72659633.214
