Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	12:35:48
Device ID	LBE247_ID305ZR500Oct
Count	2
TriggerOutput	0
TriggerPolarity	positive
Measurement parameters
groundWGFMU,pulseWGFMU,startVolage1,endVoltage1,startVolage2,endVoltage2,stepSize,riseTime,fallTime,pulseWidth,pulseDelay,VpreCond1,VpreCond2,riseTimePrecond,fallTimePrecon,pulseWidthPreCond,bothSides,repetitions,preConEveryLoop,groundVoltageDuringPulse,measName,
SMU2,WGFMU1,0.000000,3.000000,0.000000,-2.000000,0.100000,0.000000020,0.000000020,0.000500000,0.001000000,0.000000,0.000000,0.000100000,0.000100000,0.005000000,1,5,0,0.000000,5e-4s-3V-m2V,
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,21161334010.496,25449825668.694
    1,  0.100,24212488801.724,30795193486.201
    2,  0.200,24697456162.015,31622353209.036
    3,  0.300,25919494051.476,33161336534.508
    4,  0.400,25923525599.482,33102060272.231
    5,  0.500,26040310400.500,33460707091.662
    6,  0.600,28100148930.789,34630235658.754
    7,  0.700,31452178535.146,39029873465.150
    8,  0.800,34873461644.423,43455021879.604
    9,  0.900,39244773577.279,48703749701.690
   10,  1.000,42793380719.870,54164725763.993
   11,  1.100,49034750927.983,61250490003.920
   12,  1.200,55930288488.428,70438408655.472
   13,  1.300,68810338065.191,88403260312.240
   14,  1.400,75952635936.230,99233914182.511
   15,  1.500,84665402329.992,114910829196.543
   16,  1.600,96092864143.909,125925552813.177
   17,  1.700,88724059303.161,118396438635.126
   18,  1.800,101511506329.242,138773244518.457
   19,  1.900,97936478400.110,130792471585.336
   20,  2.000,98961889776.247,132194696348.783
   21,  2.100,104686829349.999,159813338021.191
   22,  2.200,110916391224.295,156457795509.661
   23,  2.300,111040785280.434,156882432305.230
   24,  2.400,114771031791.576,164544048441.768
   25,  2.500,110651293513.621,157415861222.177
   26,  2.600,111650756433.875,152863126356.660
   27,  2.700,115303016326.907,169305002962.838
   28,  2.800,112536574386.676,152809400834.339
   29,  2.900,109318291136.473,153510791808.664
   30,  3.000,125949343174.175,180339398748.445
   31,  2.900,129644514740.581,190592361058.169
   32,  2.800,129705050714.675,192340982093.055
   33,  2.700,133264036034.595,191850203361.216
   34,  2.600,132481916218.436,185953102627.517
   35,  2.500,126802175925.339,183580555147.599
   36,  2.400,129802699896.158,190734135688.264
   37,  2.300,131999260804.140,175484776695.622
   38,  2.200,125718165017.663,185545969013.823
   39,  2.100,134785421608.799,176916000283.066
   40,  2.000,131209489070.250,181412477550.206
   41,  1.900,132121340238.875,188547617700.850
   42,  1.800,127469725940.089,181402604941.407
   43,  1.700,136276914690.651,180316636012.839
   44,  1.600,134060836807.743,186727415319.117
   45,  1.500,131964422391.723,193121028948.842
   46,  1.400,133997963230.959,195289614498.301
   47,  1.300,133217877839.206,192433514220.837
   48,  1.200,131066752296.945,195220990160.862
   49,  1.100,134448358385.544,196182292586.271
   50,  1.000,125678664789.865,181735574738.755
   51,  0.900,124934409435.047,187146760489.576
   52,  0.800,103827065639.471,144464830037.127
   53,  0.700,104728491386.082,144847764998.986
   54,  0.600,107554637755.980,144439790273.425
   55,  0.500,104498667641.988,142101972375.377
   56,  0.400,101762526967.070,135733094443.087
   57,  0.300,100775975007.558,140250487370.444
   58,  0.200,99751618470.010,134732757575.349
   59,  0.100,101060120665.784,138856103420.026
   60,  0.000,99003039393.309,134689204660.246
