Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	14:53:47
Device ID	LBE247_ID301XR1000Oct
Count	0
TriggerOutput	0
TriggerPolarity	positive
Measurement parameters
groundWGFMU,pulseWGFMU,startVolage1,endVoltage1,startVolage2,endVoltage2,stepSize,riseTime,fallTime,pulseWidth,pulseDelay,VpreCond1,VpreCond2,riseTimePrecond,fallTimePrecon,pulseWidthPreCond,bothSides,repetitions,preConEveryLoop,groundVoltageDuringPulse,measName,
SMU2,WGFMU1,0.000000,3.500000,0.000000,-3.500000,0.100000,0.000000020,0.000000020,0.000050000,0.001000000,0.000000,0.000000,0.000100000,0.000100000,0.005000000,1,2,0,0.000000,5e-5s-3p5V-m3p5V,
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,4070004070.004,4562043795.620
    1,  0.100,4083299305.839,4555808656.036
    2,  0.200,4079967360.261,4564125969.877
    3,  0.300,4088307440.720,4553734061.931
    4,  0.400,4139072847.682,4608294930.876
    5,  0.500,4142502071.251,4636068613.815
    6,  0.600,4301075268.817,4810004810.005
    7,  0.700,4500450045.005,5089058524.173
    8,  0.800,4821600771.456,5455537370.431
    9,  0.900,5181347150.259,5847953216.374
   10,  1.000,5865102639.296,6657789613.848
   11,  1.100,6697923643.670,7530120481.928
   12,  1.200,7874015748.031,8833922261.484
   13,  1.300,9794319294.809,10928961748.634
   14,  1.400,11933174224.344,13315579227.696
   15,  1.500,13192612137.203,14662756598.240
   16,  1.600,15082956259.427,16583747927.032
   17,  1.700,16583747927.032,17921146953.405
   18,  1.800,17006802721.088,18382352941.176
   19,  1.900,18450184501.845,20325203252.033
   20,  2.000,19920318725.100,20964360587.002
   21,  2.100,20242914979.757,22026431718.062
   22,  2.200,20920502092.050,22123893805.310
   23,  2.300,21691973969.631,23201856148.492
   24,  2.400,21929824561.404,23364485981.308
   25,  2.500,22075055187.638,23923444976.077
   26,  2.600,22321428571.429,23419203747.073
   27,  2.700,23809523809.524,24875621890.547
   28,  2.800,24752475247.525,26315789473.684
   29,  2.900,25062656641.604,26595744680.851
   30,  3.000,26525198938.992,27173913043.478
   31,  3.100,27247956403.270,28328611898.017
   32,  3.200,28653295128.940,30959752321.981
   33,  3.300,30487804878.049,31347962382.445
   34,  3.400,31545741324.921,31746031746.032
   35,  3.500,32786885245.902,33003300330.033
   36,  3.400,33557046979.866,33222591362.126
   37,  3.300,31847133757.962,32467532467.532
   38,  3.200,31545741324.921,32051282051.282
   39,  3.100,32786885245.902,32362459546.926
   40,  3.000,32362459546.926,32573289902.280
   41,  2.900,32051282051.282,32258064516.129
   42,  2.800,32467532467.532,32154340836.013
   43,  2.700,32362459546.926,32258064516.129
   44,  2.600,32154340836.013,31746031746.032
   45,  2.500,32258064516.129,31847133757.962
   46,  2.400,32679738562.092,32362459546.926
   47,  2.300,32573289902.280,32154340836.013
   48,  2.200,32679738562.092,32154340836.013
   49,  2.100,32362459546.926,31746031746.032
   50,  2.000,32362459546.926,32258064516.129
   51,  1.900,31847133757.962,32051282051.282
   52,  1.800,33444816053.512,32362459546.926
   53,  1.700,32679738562.092,32786885245.902
   54,  1.600,33557046979.866,32679738562.092
   55,  1.500,34013605442.177,32467532467.532
   56,  1.400,33557046979.866,33898305084.746
   57,  1.300,33333333333.333,33333333333.333
   58,  1.200,33112582781.457,31948881789.137
   59,  1.100,33222591362.126,33444816053.512
   60,  1.000,36496350364.964,34965034965.035
   61,  0.900,32467532467.532,31948881789.137
   62,  0.800,35335689045.936,34246575342.466
   63,  0.700,34364261168.385,32894736842.105
   64,  0.600,33003300330.033,33333333333.333
   65,  0.500,34482758620.690,33783783783.784
   66,  0.400,34013605442.177,33557046979.866
   67,  0.300,34364261168.385,33333333333.333
   68,  0.200,33898305084.746,33112582781.457
   69,  0.100,33783783783.784,33670033670.034
   70,  0.000,33670033670.034,33333333333.333
   71,  0.000,34013605442.177,33898305084.746
   72, -0.100,34129692832.765,34364261168.385
   73, -0.200,34364261168.385,34246575342.466
   74, -0.300,34722222222.222,35087719298.246
   75, -0.400,33898305084.746,33222591362.126
   76, -0.500,32467532467.532,32786885245.902
   77, -0.600,29154518950.437,30487804878.049
   78, -0.700,22675736961.451,24449877750.611
   79, -0.800,15267175572.519,16778523489.933
   80, -0.900,8944543828.265,9950248756.219
   81, -1.000,6561679790.026,7396449704.142
   82, -1.100,5858230814.294,6591957811.470
   83, -1.200,5370569280.344,6053268765.133
   84, -1.300,5037783375.315,5743825387.708
   85, -1.400,4789272030.651,5467468562.056
   86, -1.500,4780114722.753,5367686527.107
   87, -1.600,4904364884.747,5476451259.584
   88, -1.700,4692632566.870,5268703898.841
   89, -1.800,4380201489.269,5037783375.315
   90, -1.900,4264392324.094,4904364884.747
   91, -2.000,4370629370.629,4923682914.820
   92, -2.100,4302925989.673,4887585532.747
   93, -2.200,4273504273.504,4828585224.529
   94, -2.300,4135649296.940,4670714619.337
   95, -2.400,4079967360.261,4608294930.876
   96, -2.500,4095004095.004,4614674665.436
   97, -2.600,4046944556.860,4504504504.505
   98, -2.700,4043671653.862,4516711833.785
   99, -2.800,3990422984.836,4496402877.698
  100, -2.900,3923107100.824,4405286343.612
  101, -3.000,3883495145.631,4378283712.785
  102, -3.100,3805175038.052,4286326618.088
  103, -3.200,3742514970.060,4246284501.062
  104, -3.300,3742514970.060,4196391103.651
