Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	14:41:43
Device ID	LBE247_ID301XR1000Oct
Count	1
TriggerOutput	0
TriggerPolarity	positive
Measurement parameters
groundWGFMU,pulseWGFMU,startVolage1,endVoltage1,startVolage2,endVoltage2,stepSize,riseTime,fallTime,pulseWidth,pulseDelay,VpreCond1,VpreCond2,riseTimePrecond,fallTimePrecon,pulseWidthPreCond,bothSides,repetitions,preConEveryLoop,groundVoltageDuringPulse,measName,
SMU2,WGFMU1,0.000000,2.500000,0.000000,-2.500000,0.100000,0.000000020,0.000000020,0.000500000,0.001000000,0.000000,0.000000,0.000100000,0.000100000,0.005000000,1,2,0,0.000000,5e-4s-2p5V-m2p5V,
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,4612546125.461,5211047420.532
    1,  0.100,4618937644.342,5221932114.883
    2,  0.200,4618937644.342,5227391531.626
    3,  0.300,4649000464.900,5279831045.407
    4,  0.400,4814636494.945,5482456140.351
    5,  0.500,5157297576.070,5889281507.656
    6,  0.600,5707762557.078,6480881399.870
    7,  0.700,6510416666.667,7501875468.867
    8,  0.800,7315288953.914,8319467554.077
    9,  0.900,7836990595.611,8802816901.408
   10,  1.000,9451795841.210,10649627263.046
   11,  1.100,10111223458.038,11574074074.074
   12,  1.200,11627906976.744,13262599469.496
   13,  1.300,13586956521.739,15625000000.000
   14,  1.400,14771048744.461,16778523489.933
   15,  1.500,16863406408.094,19493177387.914
   16,  1.600,17825311942.959,20366598778.004
   17,  1.700,18587360594.796,21186440677.966
   18,  1.800,19723865877.712,22779043280.182
   19,  1.900,20449897750.511,22831050228.311
   20,  2.000,21052631578.947,23364485981.308
   21,  2.100,21978021978.022,23980815347.722
   22,  2.200,22123893805.310,24752475247.525
   23,  2.300,22371364653.244,24875621890.547
   24,  2.400,22883295194.508,25510204081.633
   25,  2.500,23474178403.756,25906735751.295
   26,  2.400,24691358024.691,26954177897.574
   27,  2.300,24330900243.309,26525198938.992
   28,  2.200,24570024570.025,27397260273.973
   29,  2.100,24509803921.569,27247956403.270
   30,  2.000,24570024570.025,27027027027.027
   31,  1.900,24271844660.194,27247956403.270
   32,  1.800,24154589371.981,26666666666.667
   33,  1.700,24813895781.638,26881720430.108
   34,  1.600,24390243902.439,27100271002.710
   35,  1.500,24390243902.439,26954177897.574
   36,  1.400,24691358024.691,26954177897.574
   37,  1.300,24630541871.921,27700831024.931
   38,  1.200,24813895781.638,27173913043.478
   39,  1.100,24937655860.349,27855153203.343
   40,  1.000,24813895781.638,27700831024.931
   41,  0.900,24813895781.638,27247956403.270
   42,  0.800,24937655860.349,28011204481.793
   43,  0.700,24937655860.349,27624309392.265
   44,  0.600,24630541871.921,27548209366.391
   45,  0.500,25000000000.000,27624309392.265
   46,  0.400,25125628140.704,27700831024.931
   47,  0.300,24937655860.349,28409090909.091
   48,  0.200,24875621890.547,27932960893.855
   49,  0.100,24937655860.349,27624309392.265
   50,  0.000,25510204081.633,27855153203.343
   51,  0.000,24875621890.547,27624309392.265
   52, -0.100,24752475247.525,27397260273.973
   53, -0.200,25125628140.704,27624309392.265
   54, -0.300,25000000000.000,27322404371.585
   55, -0.400,22421524663.677,24752475247.525
   56, -0.500,18903591682.420,21321961620.469
   57, -0.600,13736263736.264,15625000000.000
   58, -0.700,8873114463.177,10309278350.515
   59, -0.800,6925207756.233,8038585209.003
   60, -0.900,6169031462.060,7042253521.127
   61, -1.000,5633802816.901,6553079947.575
   62, -1.100,5440696409.140,6277463904.583
   63, -1.200,5112474437.628,5995203836.930
   64, -1.300,5296610169.492,6027727546.715
   65, -1.400,5065856129.686,5878894767.784
   66, -1.500,4897159647.405,5698005698.006
   67, -1.600,4766444232.602,5583472920.156
   68, -1.700,4911591355.599,5633802816.901
   69, -1.800,4623208506.704,5455537370.431
   70, -1.900,4743833017.078,5420054200.542
   71, -2.000,4670714619.337,5376344086.022
   72, -2.100,4518752824.221,5327650506.127
   73, -2.200,4512635379.061,5221932114.883
   74, -2.300,4438526409.232,5162622612.287
   75, -2.400,4516711833.785,5178663904.713
   76, -2.500,4547521600.728,5173305742.369
   77, -2.400,4432624113.475,5107252298.264
   78, -2.300,4378283712.785,5073566717.402
   79, -2.200,4492362982.929,5099439061.703
   80, -2.100,4393673110.721,5076142131.980
   81, -2.000,4480286738.351,5063291139.241
   82, -1.900,4432624113.475,5050505050.505
   83, -1.800,4416961130.742,5032712632.109
   84, -1.700,4458314757.022,5032712632.109
   85, -1.600,4452359750.668,5047955577.991
   86, -1.500,4424778761.062,5042864346.949
   87, -1.400,4454342984.410,5037783375.315
   88, -1.300,4444444444.444,5053057099.545
   89, -1.200,4442470013.327,5050505050.505
   90, -1.100,4454342984.410,5089058524.173
   91, -1.000,4454342984.410,5040322580.645
   92, -0.900,4458314757.022,5032712632.109
   93, -0.800,4482294935.007,5025125628.141
   94, -0.700,4468275245.755,5032712632.109
   95, -0.600,4466279589.102,5025125628.141
   96, -0.500,4468275245.755,5037783375.315
   97, -0.400,4478280340.349,5055611729.019
   98, -0.300,4480286738.351,5053057099.545
   99, -0.200,4474272930.649,5053057099.545
  100, -0.100,4482294935.007,5060728744.939
  101,  0.000,4492362982.929,5055611729.019
