Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	14:39:14
Device ID	LBE247_ID301XR1000Oct
Count	0
TriggerOutput	0
TriggerPolarity	positive
Measurement parameters
groundWGFMU,pulseWGFMU,startVolage1,endVoltage1,startVolage2,endVoltage2,stepSize,riseTime,fallTime,pulseWidth,pulseDelay,VpreCond1,VpreCond2,riseTimePrecond,fallTimePrecon,pulseWidthPreCond,bothSides,repetitions,preConEveryLoop,groundVoltageDuringPulse,measName,
SMU2,WGFMU1,0.000000,2.500000,0.000000,-2.500000,0.100000,0.000000020,0.000000020,0.000500000,0.001000000,0.000000,0.000000,0.000100000,0.000100000,0.005000000,1,2,0,0.000000,5e-4s-2p5V-m2p5V,
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,4882812500.000,5567928730.512
    1,  0.100,4892367906.067,5561735261.402
    2,  0.200,4901960784.314,5564830272.677
    3,  0.300,4943153732.081,5608524957.936
    4,  0.400,5117707267.144,5854800936.768
    5,  0.500,5656108597.285,6476683937.824
    6,  0.600,6134969325.153,7002801120.448
    7,  0.700,6839945280.438,7849293563.579
    8,  0.800,7656967840.735,8802816901.408
    9,  0.900,8718395815.170,9891196834.817
   10,  1.000,9784735812.133,11148272017.837
   11,  1.100,11363636363.636,12787723785.166
   12,  1.200,12033694344.164,13623978201.635
   13,  1.300,13661202185.792,15313935681.470
   14,  1.400,15290519877.676,17271157167.530
   15,  1.500,16207455429.498,17985611510.791
   16,  1.600,18181818181.818,19801980198.020
   17,  1.700,19801980198.020,22371364653.244
   18,  1.800,20920502092.050,23419203747.073
   19,  1.900,21598272138.229,24038461538.462
   20,  2.000,22522522522.523,25000000000.000
   21,  2.100,22271714922.049,24509803921.569
   22,  2.200,22421524663.677,25380710659.898
   23,  2.300,22883295194.508,25974025974.026
   24,  2.400,24271844660.194,27100271002.710
   25,  2.500,24330900243.309,27322404371.585
   26,  2.400,24937655860.349,27100271002.710
   27,  2.300,25188916876.574,27247956403.270
   28,  2.200,25188916876.574,27548209366.391
   29,  2.100,25252525252.525,28653295128.940
   30,  2.000,25510204081.633,27322404371.585
   31,  1.900,24691358024.691,27322404371.585
   32,  1.800,24390243902.439,27027027027.027
   33,  1.700,24390243902.439,28089887640.449
   34,  1.600,24330900243.309,27624309392.265
   35,  1.500,24390243902.439,27027027027.027
   36,  1.400,24509803921.569,27397260273.973
   37,  1.300,24937655860.349,26954177897.574
   38,  1.200,24752475247.525,27173913043.478
   39,  1.100,24630541871.921,27173913043.478
   40,  1.000,25000000000.000,27027027027.027
   41,  0.900,24630541871.921,27173913043.478
   42,  0.800,25000000000.000,27322404371.585
   43,  0.700,24752475247.525,27472527472.527
   44,  0.600,24570024570.025,27548209366.391
   45,  0.500,24813895781.638,27100271002.710
   46,  0.400,25773195876.289,27173913043.478
   47,  0.300,25125628140.704,27855153203.343
   48,  0.200,25188916876.574,27322404371.585
   49,  0.100,25188916876.574,27247956403.270
   50,  0.000,25316455696.203,27027027027.027
   51,  0.000,25125628140.704,27397260273.973
   52, -0.100,25125628140.704,27472527472.527
   53, -0.200,25000000000.000,27472527472.527
   54, -0.300,24096385542.169,26954177897.574
   55, -0.400,23041474654.378,25445292620.865
   56, -0.500,18975332068.311,21413276231.263
   57, -0.600,13605442176.871,15313935681.470
   58, -0.700,9199632014.719,10515247108.307
   59, -0.800,7358351729.213,8410428931.876
   60, -0.900,6101281269.067,7092198581.560
   61, -1.000,6027727546.715,6854009595.613
   62, -1.100,5434782608.696,6410256410.256
   63, -1.200,5356186395.287,6188118811.881
   64, -1.300,5393743257.821,6184291898.578
   65, -1.400,5274261603.376,6013229104.029
   66, -1.500,5063291139.241,5851375073.142
   67, -1.600,5065856129.686,5770340450.087
   68, -1.700,4885197850.513,5614823133.071
   69, -1.800,4816955684.008,5567928730.512
   70, -1.900,4904364884.747,5558643690.939
   71, -2.000,4906771344.455,5549389567.148
   72, -2.100,4885197850.513,5558643690.939
   73, -2.200,4662004662.005,5428881650.380
   74, -2.300,4568296025.582,5336179295.624
   75, -2.400,4653327128.897,5296610169.492
   76, -2.500,4597701149.425,5227391531.626
   77, -2.400,4608294930.876,5232862375.720
   78, -2.300,4580852038.479,5186721991.701
   79, -2.200,4606172270.843,5208333333.333
   80, -2.100,4526935264.826,5194805194.805
   81, -2.000,4574565416.285,5189413596.264
   82, -1.900,4601932811.781,5200208008.320
   83, -1.800,4578754578.755,5186721991.701
   84, -1.700,4504504504.505,5165289256.198
   85, -1.600,4591368227.732,5208333333.333
   86, -1.500,4508566275.924,5194805194.805
   87, -1.400,4500450045.005,5186721991.701
   88, -1.300,4502476361.999,5159958720.330
   89, -1.200,4587155963.303,5197505197.505
   90, -1.100,4545454545.455,5162622612.287
   91, -1.000,4531037607.612,5189413596.264
   92, -0.900,4526935264.826,5186721991.701
   93, -0.800,4564125969.877,5175983436.853
   94, -0.700,4589261128.958,5189413596.264
   95, -0.600,4585052728.106,5213764337.852
   96, -0.500,4549590536.852,5200208008.320
   97, -0.400,4597701149.425,5216484089.724
   98, -0.300,4585052728.106,5221932114.883
   99, -0.200,4604051565.378,5197505197.505
  100, -0.100,4606172270.843,5219206680.585
  101,  0.000,4606172270.843,5246589716.684
