Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	15:44:58
Device ID	LBE247_ID301XR1000Oct
Count	1
TriggerOutput	0
TriggerPolarity	positive
Measurement parameters
groundWGFMU,pulseWGFMU,startVolage1,endVoltage1,startVolage2,endVoltage2,stepSize,riseTime,fallTime,pulseWidth,pulseDelay,VpreCond1,VpreCond2,riseTimePrecond,fallTimePrecon,pulseWidthPreCond,bothSides,repetitions,preConEveryLoop,groundVoltageDuringPulse,measName,
SMU2,WGFMU1,0.000000,4.500000,0.000000,-4.000000,0.100000,0.000000020,0.000000020,0.000000200,0.001000000,0.000000,0.000000,0.000100000,0.000100000,0.005000000,1,2,0,0.000000,2e-7s-4p5V-m4V,
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,2707825616.030,3022974607.013
    1,  0.100,2708559046.587,3026634382.567
    2,  0.200,2711496746.204,3013863773.357
    3,  0.300,2714440825.190,3022974607.013
    4,  0.400,2716653083.401,3027550711.474
    5,  0.500,2712967986.978,3010234798.314
    6,  0.600,2706359945.873,3013863773.357
    7,  0.700,2719608376.394,3022061045.633
    8,  0.800,2714440825.190,3028467595.397
    9,  0.900,2737476047.085,3045066991.474
   10,  1.000,2750275027.503,3066544004.906
   11,  1.100,2786291446.085,3111387678.905
   12,  1.200,2824858757.062,3155569580.309
   13,  1.300,2916302128.901,3261578604.044
   14,  1.400,3030303030.303,3399048266.485
   15,  1.500,3326679973.387,3756574004.508
   16,  1.600,3653635367.190,4144218814.753
   17,  1.700,4060089321.965,4576659038.902
   18,  1.800,4217629692.113,4739336492.891
   19,  1.900,4432624113.475,4950495049.505
   20,  2.000,4520795660.036,5099439061.703
   21,  2.100,4759638267.492,5319148936.170
   22,  2.200,5192107995.846,5858230814.294
   23,  2.300,5347593582.888,6134969325.153
   24,  2.400,5995203836.930,6802721088.435
   25,  2.500,6816632583.504,7656967840.735
   26,  2.600,7987220447.284,8952551477.171
   27,  2.700,9652509652.510,10729613733.906
   28,  2.800,10764262648.009,11820330969.267
   29,  2.900,11494252873.563,11848341232.227
   30,  3.000,12690355329.949,13774104683.196
   31,  3.100,14164305949.008,15673981191.223
   32,  3.200,16155088852.989,17953321364.452
   33,  3.300,16891891891.892,18450184501.845
   34,  3.400,18552875695.733,19960079840.319
   35,  3.500,18281535648.995,20242914979.757
   36,  3.600,19193857965.451,20242914979.757
   37,  3.700,20576131687.243,22075055187.638
   38,  3.800,20533880903.491,22271714922.049
   39,  3.900,22026431718.062,23255813953.488
   40,  4.000,22727272727.273,24570024570.025
   41,  4.100,23584905660.377,24752475247.525
   42,  4.200,22321428571.429,24570024570.025
   43,  4.300,23201856148.492,24330900243.309
   44,  4.400,22624434389.140,24570024570.025
   45,  4.500,20746887966.805,22522522522.523
   46,  4.400,20408163265.306,22883295194.508
   47,  4.300,20533880903.491,22573363431.151
   48,  4.200,20491803278.689,22522522522.523
   49,  4.100,21231422505.308,22779043280.182
   50,  4.000,20161290322.581,22321428571.429
   51,  3.900,20964360587.002,22624434389.140
   52,  3.800,20449897750.511,22988505747.126
   53,  3.700,20833333333.333,22935779816.514
   54,  3.600,20703933747.412,23364485981.308
   55,  3.500,20876826722.338,23094688221.709
   56,  3.400,20746887966.805,23094688221.709
   57,  3.300,21186440677.966,23584905660.377
   58,  3.200,21052631578.947,23094688221.709
   59,  3.100,21052631578.947,22935779816.514
   60,  3.000,20833333333.333,23041474654.378
   61,  2.900,20790020790.021,23201856148.492
   62,  2.800,20618556701.031,23310023310.023
   63,  2.700,20833333333.333,23364485981.308
   64,  2.600,20618556701.031,22883295194.508
   65,  2.500,21645021645.022,23310023310.023
   66,  2.400,20876826722.338,23148148148.148
   67,  2.300,21097046413.502,23094688221.709
   68,  2.200,21321961620.469,23474178403.756
   69,  2.100,21276595744.681,23474178403.756
   70,  2.000,21459227467.811,23640661938.534
   71,  1.900,21276595744.681,23310023310.023
   72,  1.800,21551724137.931,23255813953.488
   73,  1.700,21739130434.783,23640661938.534
   74,  1.600,21551724137.931,23980815347.722
   75,  1.500,21739130434.783,23696682464.455
   76,  1.400,21739130434.783,23640661938.534
   77,  1.300,22075055187.638,23696682464.455
   78,  1.200,22172949002.217,23696682464.455
   79,  1.100,21551724137.931,23584905660.377
   80,  1.000,21598272138.229,24038461538.462
   81,  0.900,21881838074.398,23809523809.524
   82,  0.800,21834061135.371,23752969121.140
   83,  0.700,21929824561.404,23866348448.687
   84,  0.600,21739130434.783,23474178403.756
   85,  0.500,21786492374.728,23923444976.077
   86,  0.400,22075055187.638,23474178403.756
   87,  0.300,21881838074.398,23923444976.077
   88,  0.200,21739130434.783,23474178403.756
   89,  0.100,22172949002.217,23529411764.706
   90,  0.000,22026431718.062,23529411764.706
   91,  0.000,21786492374.728,24154589371.981
   92, -0.100,22172949002.217,23866348448.687
   93, -0.200,22026431718.062,23752969121.140
   94, -0.300,22471910112.360,23752969121.140
   95, -0.400,22471910112.360,23640661938.534
   96, -0.500,22271714922.049,23584905660.377
   97, -0.600,22222222222.222,23696682464.455
   98, -0.700,22222222222.222,23696682464.455
   99, -0.800,22421524663.677,23809523809.524
  100, -0.900,22075055187.638,23419203747.073
  101, -1.000,21834061135.371,23255813953.488
  102, -1.100,20876826722.338,22624434389.140
  103, -1.200,18726591760.300,20833333333.333
  104, -1.300,15552099533.437,17636684303.351
  105, -1.400,11160714285.714,12578616352.201
  106, -1.500,7518796992.481,8547008547.009
  107, -1.600,5688282138.794,6557377049.180
  108, -1.700,4970178926.441,5656108597.285
  109, -1.800,4418912947.415,4985044865.404
  110, -1.900,4008016032.064,4502476361.999
  111, -2.000,3831417624.521,4277159965.783
  112, -2.100,3500175008.750,4011231448.055
  113, -2.200,3350083752.094,3780718336.484
  114, -2.300,3200000000.000,3553660270.078
  115, -2.400,3060912151.821,3401360544.218
  116, -2.500,2932551319.648,3269042170.644
  117, -2.600,2871088142.406,3216468317.787
  118, -2.700,2816901408.451,3154574132.492
  119, -2.800,2790178571.429,3119151590.767
  120, -2.900,2707825616.030,3006614552.014
  121, -3.000,2658160552.897,2991325157.045
  122, -3.100,2619172341.540,2934272300.469
  123, -3.200,2587322121.604,2878526194.588
  124, -3.300,2573340195.574,2775464890.369
  125, -3.400,2603488674.824,2881844380.403
  126, -3.500,2578648788.035,2832058906.825
  127, -3.600,2581977794.991,2838489923.361
  128, -3.700,2598752598.753,2881844380.403
  129, -3.800,2602811035.919,2812939521.800
  130, -3.900,2589331952.356,2866150759.530
  131, -4.000,2592016588.906,2862049227.247
  132, -3.900,2584647195.658,2869440459.110
  133, -3.800,2570033410.434,2882675122.514
  134, -3.700,2574002574.003,2872737719.046
  135, -3.600,2584647195.658,2886002886.003
  136, -3.500,2592688618.097,2895193977.997
  137, -3.400,2608242044.862,2910360884.750
  138, -3.300,2591344908.007,2884338044.419
  139, -3.200,2615746795.710,2884338044.419
  140, -3.100,2604166666.667,2896032435.563
  141, -3.000,2611647949.856,2907822041.291
  142, -2.900,2592688618.097,2909514111.143
  143, -2.800,2614379084.967,2903600464.576
  144, -2.700,2616431187.860,2904443799.012
  145, -2.600,2623983206.507,2923121894.183
  146, -2.500,2622606871.230,2899391127.863
  147, -2.400,2630194634.403,2906976744.186
  148, -2.300,2630194634.403,2903600464.576
  149, -2.200,2635046113.307,2894356005.789
  150, -2.100,2630886608.787,2890173410.405
  151, -2.000,2637130801.688,2910360884.750
  152, -1.900,2635046113.307,2904443799.012
  153, -1.800,2624671916.010,2884338044.419
  154, -1.700,2634351949.420,2888503755.055
  155, -1.600,2644802962.179,2902757619.739
  156, -1.500,2645502645.503,2910360884.750
  157, -1.400,2639915522.703,2896871378.911
  158, -1.300,2640612622.128,2901073397.157
  159, -1.200,2637826431.021,2902757619.739
  160, -1.100,2646903123.346,2904443799.012
  161, -1.000,2638522427.441,2898550724.638
  162, -0.900,2644802962.179,2908667830.134
  163, -0.800,2655337227.828,2918004085.206
  164, -0.700,2646202699.127,2901915264.074
  165, -0.600,2643404705.260,2912904165.453
  166, -0.500,2650410813.676,2905287623.475
  167, -0.400,2642706131.078,2907822041.291
  168, -0.300,2642706131.078,2906131938.390
  169, -0.200,2642007926.024,2904443799.012
  170, -0.100,2643404705.260,2906976744.186
  171,  0.000,2646202699.127,2906976744.186
