Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	16:05:42
Device ID	LBE247_ID301XR1000Oct
Count	1
TriggerOutput	0
TriggerPolarity	positive
Measurement parameters
groundWGFMU,pulseWGFMU,startVolage1,endVoltage1,startVolage2,endVoltage2,stepSize,riseTime,fallTime,pulseWidth,pulseDelay,VpreCond1,VpreCond2,riseTimePrecond,fallTimePrecon,pulseWidthPreCond,bothSides,repetitions,preConEveryLoop,groundVoltageDuringPulse,measName,
SMU2,WGFMU1,0.000000,5.000000,0.000000,-4.500000,0.100000,0.000000020,0.000000020,0.000000020,0.001000000,0.000000,0.000000,0.000100000,0.000100000,0.005000000,1,2,0,0.000000,2e-8s-5V-m4p5V,
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,2442598925.256,2654632333.422
    1,  0.100,2436647173.489,2667377967.458
    2,  0.200,2449779519.843,2671653753.674
    3,  0.300,2447980416.157,2664535038.636
    4,  0.400,2442002442.002,2668089647.812
    5,  0.500,2446183953.033,2660989888.238
    6,  0.600,2444390124.664,2663825253.063
    7,  0.700,2447381302.007,2669514148.425
    8,  0.800,2444390124.664,2668089647.812
    9,  0.900,2452783909.738,2659574468.085
   10,  1.000,2431906614.786,2673082063.619
   11,  1.100,2437241043.139,2692514808.831
   12,  1.200,2451581269.919,2693239967.681
   13,  1.300,2474022761.009,2726281352.236
   14,  1.400,2507522567.703,2741979709.350
   15,  1.500,2533569799.848,2797985450.476
   16,  1.600,2597402597.403,2881014116.969
   17,  1.700,2784739626.845,3084515731.030
   18,  1.800,3108486167.237,3431708991.078
   19,  1.900,3309066843.150,3699593044.765
   20,  2.000,3548616039.744,3926187671.771
   21,  2.100,3620564808.110,4011231448.055
   22,  2.200,3752345215.760,4137360364.088
   23,  2.300,3691399040.236,4189359028.069
   24,  2.400,3720238095.238,4196391103.651
   25,  2.500,3671071953.010,4203446826.398
   26,  2.600,3679175864.606,4189359028.069
   27,  2.700,3584229390.681,4152823920.266
   28,  2.800,3883495145.631,4482294935.007
   29,  2.900,4108463434.675,4728132387.707
   30,  3.000,4566210045.662,5144032921.811
   31,  3.100,5336179295.624,5913660555.884
   32,  3.200,5780346820.809,6561679790.026
   33,  3.300,6207324643.079,6839945280.438
   34,  3.400,6613756613.757,7501875468.867
   35,  3.500,7183908045.977,8103727714.749
   36,  3.600,7794232268.122,9259259259.259
   37,  3.700,8960573476.703,10101010101.010
   38,  3.800,10131712259.372,11520737327.189
   39,  3.900,10729613733.906,11918951132.300
   40,  4.000,11990407673.861,13106159895.151
   41,  4.100,13123359580.052,14513788098.694
   42,  4.200,13947001394.700,15479876160.991
   43,  4.300,14430014430.014,15923566878.981
   44,  4.400,15723270440.252,16835016835.017
   45,  4.500,16260162601.626,18214936247.723
   46,  4.600,16722408026.756,18214936247.723
   47,  4.700,17331022530.329,18832391713.748
   48,  4.800,17730496453.901,19801980198.020
   49,  4.900,18761726078.799,20964360587.002
   50,  5.000,18083182640.145,20000000000.000
   51,  4.900,17361111111.111,19723865877.712
   52,  4.800,17182130584.192,19455252918.288
   53,  4.700,17730496453.901,18975332068.311
   54,  4.600,17574692442.882,19230769230.769
   55,  4.500,17421602787.456,18691588785.047
   56,  4.400,17636684303.351,19342359767.892
   57,  4.300,17574692442.882,19157088122.605
   58,  4.200,17482517482.517,19342359767.892
   59,  4.100,17825311942.959,19880715705.765
   60,  4.000,17825311942.959,19880715705.765
   61,  3.900,18484288354.898,20408163265.306
   62,  3.800,18281535648.995,20161290322.581
   63,  3.700,18348623853.211,20080321285.141
   64,  3.600,18148820326.679,19920318725.100
   65,  3.500,18083182640.145,20202020202.020
   66,  3.400,18382352941.176,20202020202.020
   67,  3.300,18587360594.796,20449897750.511
   68,  3.200,18382352941.176,20449897750.511
   69,  3.100,18867924528.302,20790020790.021
   70,  3.000,18975332068.311,20449897750.511
   71,  2.900,18761726078.799,20618556701.031
   72,  2.800,19047619047.619,20746887966.805
   73,  2.700,18939393939.394,20964360587.002
   74,  2.600,19083969465.649,20920502092.050
   75,  2.500,19047619047.619,20876826722.338
   76,  2.400,18796992481.203,20533880903.491
   77,  2.300,18761726078.799,20790020790.021
   78,  2.200,18867924528.302,20408163265.306
