Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	15:22:54
Device ID	LBE247_ID301XR1000Oct
N	2
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,3191828917.970,3486750348.675
    1,  0.100,3203074951.954,3487966515.521
    2,  0.200,3208213025.345,3485535029.627
    3,  0.300,3208213025.345,3479471120.390
    4,  0.400,3214400514.304,3492839678.659
    5,  0.500,3212335367.812,3485535029.627
    6,  0.600,3208213025.345,3496503496.503
    7,  0.700,3209242618.742,3494060097.834
    8,  0.800,3215434083.601,3495281370.150
    9,  0.900,3237293622.532,3524850193.867
   10,  1.000,3250975292.588,3562522265.764
   11,  1.100,3266906239.791,3562522265.764
   12,  1.200,3315649867.374,3619254433.587
   13,  1.300,3355704697.987,3675119441.382
   14,  1.400,3575259206.292,3898635477.583
   15,  1.500,3972983710.767,4319654427.646
   16,  1.600,4655493482.309,5007511266.900
   17,  1.700,5120327700.973,5537098560.354
   18,  1.800,5497526113.249,5941770647.653
   19,  1.900,5500550055.006,5906674542.233
   20,  2.000,5747126436.782,6222775357.810
   21,  2.100,5977286312.014,6422607578.677
   22,  2.200,6123698714.023,6738544474.394
   23,  2.300,6531678641.411,6830601092.896
   24,  2.400,7639419404.125,8223684210.526
   25,  2.500,8718395815.170,9233610341.644
   26,  2.600,10111223458.038,10952902519.168
   27,  2.700,11695906432.749,12360939431.397
   28,  2.800,13623978201.635,14265335235.378
   29,  2.900,15797788309.637,16611295681.063
   30,  3.000,17605633802.817,18214936247.723
   31,  3.100,19841269841.270,20040080160.321
   32,  3.200,22222222222.222,22371364653.244
   33,  3.300,23255813953.488,24271844660.194
   34,  3.400,24937655860.349,24038461538.462
   35,  3.500,25510204081.633,24509803921.569
   36,  3.600,25316455696.203,25252525252.525
   37,  3.700,26595744680.851,26041666666.667
   38,  3.800,27397260273.973,26246719160.105
   39,  3.900,27932960893.855,27027027027.027
   40,  4.000,27700831024.931,26954177897.574
   41,  3.900,27247956403.270,26737967914.439
   42,  3.800,27624309392.265,27173913043.478
   43,  3.700,26385224274.406,26525198938.992
   44,  3.600,25316455696.203,26315789473.684
   45,  3.500,26178010471.204,26315789473.684
   46,  3.400,26315789473.684,26595744680.851
   47,  3.300,27322404371.585,26595744680.851
   48,  3.200,25974025974.026,26954177897.574
   49,  3.100,26666666666.667,26178010471.204
   50,  3.000,27322404371.585,26666666666.667
   51,  2.900,26595744680.851,25773195876.289
   52,  2.800,26737967914.439,26178010471.204
   53,  2.700,27322404371.585,26666666666.667
   54,  2.600,26666666666.667,26178010471.204
   55,  2.500,26455026455.026,26737967914.439
   56,  2.400,26809651474.531,26178010471.204
   57,  2.300,27100271002.710,27322404371.585
   58,  2.200,27777777777.778,27100271002.710
   59,  2.100,27624309392.265,27173913043.478
   60,  2.000,27624309392.265,27472527472.527
   61,  1.900,27624309392.265,27247956403.270
   62,  1.800,28089887640.449,27247956403.270
   63,  1.700,27548209366.391,27472527472.527
   64,  1.600,27932960893.855,27100271002.710
   65,  1.500,28490028490.028,27100271002.710
   66,  1.400,28011204481.793,27624309392.265
   67,  1.300,27700831024.931,27472527472.527
   68,  1.200,28011204481.793,27777777777.778
   69,  1.100,27472527472.527,27472527472.527
   70,  1.000,27472527472.527,27027027027.027
   71,  0.900,28169014084.507,27777777777.778
   72,  0.800,27700831024.931,27700831024.931
   73,  0.700,28089887640.449,27548209366.391
   74,  0.600,27397260273.973,27322404371.585
   75,  0.500,27624309392.265,27322404371.585
   76,  0.400,28169014084.507,26809651474.531
   77,  0.300,27855153203.343,27100271002.710
   78,  0.200,27932960893.855,27100271002.710
   79,  0.100,27932960893.855,27472527472.527
   80,  0.000,27777777777.778,27548209366.391
   81,  0.000,27777777777.778,27624309392.265
   82, -0.100,28089887640.449,27548209366.391
   83, -0.200,27777777777.778,27700831024.931
   84, -0.300,27322404371.585,27548209366.391
   85, -0.400,27700831024.931,27472527472.527
   86, -0.500,27855153203.343,28169014084.507
   87, -0.600,27472527472.527,27777777777.778
   88, -0.700,26881720430.108,26525198938.992
   89, -0.800,26041666666.667,26315789473.684
   90, -0.900,24390243902.439,24813895781.638
   91, -1.000,20408163265.306,21505376344.086
   92, -1.100,13947001394.700,15082956259.427
   93, -1.200,8547008547.009,9310986964.618
   94, -1.300,6060606060.606,6644518272.425
   95, -1.400,5012531328.321,5518763796.909
   96, -1.500,4504504504.505,4967709885.743
   97, -1.600,4120313143.799,4562043795.620
   98, -1.700,3847633705.271,4325259515.571
   99, -1.800,3694126339.121,4084967320.261
  100, -1.900,3539823008.850,3891050583.658
  101, -2.000,3353454057.679,3725782414.307
  102, -2.100,3255208333.333,3585514521.334
  103, -2.200,3147623544.224,3491620111.732
  104, -2.300,3077870113.881,3454231433.506
  105, -2.400,3058103975.535,3389830508.475
  106, -2.500,2976190476.190,3331112591.606
  107, -2.600,2917152858.810,3238341968.912
  108, -2.700,2858776443.682,3201024327.785
  109, -2.800,2836879432.624,3140703517.588
  110, -2.900,2815315315.315,3127932436.659
  111, -3.000,2834467120.181,3140703517.588
  112, -3.100,2822466836.015,3080714725.816
  113, -3.200,2823263692.829,3088326127.239
  114, -3.300,2852253280.091,3097893432.466
  115, -3.400,2812148481.440,3092145949.289
  116, -3.500,2836879432.624,3139717425.432
  117, -3.600,2805836139.169,3058103975.535
  118, -3.700,2854695974.879,3159557661.927
  119, -3.800,2804262478.968,3131850923.896
  120, -3.900,2908667830.134,3176620076.239
  121, -4.000,2925687536.571,3209242618.742
  122, -3.900,2928257686.676,3202049311.559
  123, -3.800,2995805871.780,3226847370.119
  124, -3.700,2964719833.976,3254149040.026
  125, -3.600,3040437823.047,3295978905.735
  126, -3.500,3053435114.504,3332222592.469
  127, -3.400,3071253071.253,3321155762.205
  128, -3.300,3009328919.651,3277613897.083
  129, -3.200,3023888720.895,3285151116.951
  130, -3.100,3042287800.426,3309066843.150
  131, -3.000,3033060357.901,3327787021.631
  132, -2.900,3045066991.474,3316749585.406
  133, -2.800,3037667071.689,3341129301.704
  134, -2.700,3053435114.504,3332222592.469
  135, -2.600,3045994517.210,3305785123.967
  136, -2.500,3044140030.441,3334444814.938
  137, -2.400,3041362530.414,3325573661.457
  138, -2.300,3045066991.474,3320053120.850
  139, -2.200,3044140030.441,3321155762.205
  140, -2.100,3045066991.474,3321155762.205
  141, -2.000,3032140691.328,3312355084.465
  142, -1.900,3031221582.298,3316749585.406
  143, -1.800,3026634382.567,3304692663.582
  144, -1.700,3025718608.169,3303600925.008
  145, -1.600,3023888720.895,3306878306.878
  146, -1.500,3028467595.397,3312355084.465
  147, -1.400,3023888720.895,3305785123.967
  148, -1.300,3022061045.633,3302509907.530
  149, -1.200,3032140691.328,3298153034.301
  150, -1.100,3031221582.298,3315649867.374
  151, -1.000,3035822707.954,3306878306.878
  152, -0.900,3033980582.524,3303600925.008
  153, -0.800,3033980582.524,3310162197.948
  154, -0.700,3029385034.838,3300330033.003
  155, -0.600,3028467595.397,3315649867.374
  156, -0.500,3036744609.778,3305785123.967
  157, -0.400,3040437823.047,3313452617.628
  158, -0.300,3045994517.210,3318951211.417
  159, -0.200,3054367745.877,3340013360.053
  160, -0.100,3061849357.012,3335557038.025
  161,  0.000,3055300947.143,3325573661.457
  162,  0.000,3052503052.503,3318951211.417
  163,  0.100,3056234718.826,3309066843.150
  164,  0.200,3052503052.503,3306878306.878
  165,  0.300,3060912151.821,3306878306.878
  166,  0.400,3046922608.166,3314550878.356
  167,  0.500,3050640634.533,3317850033.179
  168,  0.600,3055300947.143,3305785123.967
  169,  0.700,3069367710.252,3333333333.333
  170,  0.800,3076923076.923,3352329869.259
  171,  0.900,3105590062.112,3396739130.435
  172,  1.000,3140703517.588,3425830763.960
  173,  1.100,3222687721.560,3507541213.609
  174,  1.200,3309066843.150,3620564808.110
  175,  1.300,3503854239.664,3862495171.881
  176,  1.400,3863987635.240,4290004290.004
  177,  1.500,4409171075.838,4897159647.405
  178,  1.600,4828585224.529,5405405405.405
  179,  1.700,5254860746.190,5871990604.815
  180,  1.800,5479452054.795,6127450980.392
  181,  1.900,5500550055.006,6153846153.846
  182,  2.000,6134969325.153,6734006734.007
  183,  2.100,6361323155.216,7132667617.689
  184,  2.200,6901311249.137,7704160246.533
  185,  2.300,8051529790.660,8779631255.487
  186,  2.400,9606147934.678,10362694300.518
  187,  2.500,10395010395.010,11135857461.024
  188,  2.600,12870012870.013,14705882352.941
  189,  2.700,15267175572.519,16891891891.892
  190,  2.800,17921146953.405,18484288354.898
  191,  2.900,19342359767.892,20491803278.689
  192,  3.000,20533880903.491,22522522522.523
  193,  3.100,22421524663.677,23094688221.709
  194,  3.200,22988505747.126,23255813953.488
  195,  3.300,23041474654.378,24449877750.611
  196,  3.400,24691358024.691,25575447570.332
  197,  3.500,24937655860.349,25839793281.654
  198,  3.600,24752475247.525,25575447570.332
  199,  3.700,25188916876.574,25316455696.203
  200,  3.800,26246719160.105,27397260273.973
  201,  3.900,26109660574.413,25974025974.026
  202,  4.000,25316455696.203,26178010471.204
  203,  3.900,25510204081.633,25445292620.865
  204,  3.800,24330900243.309,25445292620.865
  205,  3.700,24213075060.533,24813895781.638
  206,  3.600,24752475247.525,25974025974.026
  207,  3.500,24330900243.309,25445292620.865
  208,  3.400,24330900243.309,24875621890.547
  209,  3.300,23041474654.378,23923444976.077
  210,  3.200,24390243902.439,25125628140.704
  211,  3.100,24330900243.309,24509803921.569
  212,  3.000,23752969121.140,24570024570.025
  213,  2.900,24096385542.169,24570024570.025
  214,  2.800,24154589371.981,24813895781.638
  215,  2.700,23584905660.377,24330900243.309
  216,  2.600,24154589371.981,24570024570.025
  217,  2.500,23752969121.140,24752475247.525
  218,  2.400,24038461538.462,24813895781.638
  219,  2.300,23923444976.077,25252525252.525
  220,  2.200,23980815347.722,25575447570.332
  221,  2.100,24509803921.569,25445292620.865
  222,  2.000,23696682464.455,25445292620.865
  223,  1.900,24570024570.025,25380710659.898
  224,  1.800,24213075060.533,25445292620.865
  225,  1.700,24390243902.439,25510204081.633
  226,  1.600,25000000000.000,25575447570.332
  227,  1.500,25000000000.000,25510204081.633
  228,  1.400,24509803921.569,25575447570.332
  229,  1.300,25188916876.574,25575447570.332
  230,  1.200,25316455696.203,25906735751.295
  231,  1.100,24813895781.638,25839793281.654
  232,  1.000,25510204081.633,26178010471.204
  233,  0.900,24691358024.691,26109660574.413
  234,  0.800,25252525252.525,25575447570.332
  235,  0.700,24691358024.691,25839793281.654
  236,  0.600,25316455696.203,26041666666.667
  237,  0.500,25062656641.604,26246719160.105
  238,  0.400,25575447570.332,26246719160.105
  239,  0.300,25510204081.633,26595744680.851
  240,  0.200,25252525252.525,26246719160.105
  241,  0.100,26385224274.406,25641025641.026
  242,  0.000,25575447570.332,26041666666.667
  243,  0.000,25252525252.525,26041666666.667
  244, -0.100,25316455696.203,26246719160.105
  245, -0.200,25641025641.026,25906735751.295
  246, -0.300,25445292620.865,26178010471.204
  247, -0.400,25252525252.525,25974025974.026
  248, -0.500,25000000000.000,25839793281.654
  249, -0.600,25316455696.203,25773195876.289
  250, -0.700,24449877750.611,25575447570.332
  251, -0.800,24096385542.169,25316455696.203
  252, -0.900,22831050228.311,23752969121.140
  253, -1.000,18939393939.394,20491803278.689
  254, -1.100,13037809647.979,14184397163.121
  255, -1.200,8064516129.032,9140767824.497
  256, -1.300,5763688760.807,6455777921.240
  257, -1.400,4918839153.960,5524861878.453
  258, -1.500,4355400696.864,4875670404.681
  259, -1.600,4030632809.351,4520795660.036
  260, -1.700,3810975609.756,4208754208.754
  261, -1.800,3519887363.604,3938558487.594
  262, -1.900,3356831151.393,3743916136.279
  263, -2.000,3211303789.338,3558718861.210
  264, -2.100,3102699348.433,3457814661.134
  265, -2.200,3002101471.030,3368137420.007
  266, -2.300,2943773918.163,3277613897.083
  267, -2.400,2905287623.475,3228931223.765
  268, -2.500,2858776443.682,3165558721.114
  269, -2.600,2814522938.362,3135779241.141
  270, -2.700,2812148481.440,3126954346.467
  271, -2.800,2783964365.256,3100775193.798
  272, -2.900,2789400278.940,3106554830.693
  273, -3.000,2798768541.842,3112356053.533
  274, -3.100,2791736460.078,3119151590.767
  275, -3.200,2769315978.953,3106554830.693
  276, -3.300,2798768541.842,3095017022.594
  277, -3.400,2731494127.288,3044140030.441
  278, -3.500,2757099531.293,3065603923.973
  279, -3.600,2777006387.115,3069367710.252
  280, -3.700,2775464890.369,2981514609.422
  281, -3.800,2850627137.970,3091190108.192
  282, -3.900,2862049227.247,3103662321.539
  283, -4.000,2878526194.588,3172588832.487
  284, -3.900,2955956251.847,3217503217.503
  285, -3.800,2927400468.384,3223726627.982
  286, -3.700,2957704821.059,3241491085.900
  287, -3.600,2968239833.779,3269042170.644
  288, -3.500,2980625931.446,3286230693.395
  289, -3.400,2948982601.003,3270111183.780
  290, -3.300,2925687536.571,3218538783.392
  291, -3.200,2921413964.359,3241491085.900
  292, -3.100,2951593860.685,3265839320.705
  293, -3.000,2930832356.389,3263707571.802
  294, -2.900,2927400468.384,3269042170.644
  295, -2.800,2931691586.045,3254149040.026
  296, -2.700,2924831822.170,3252032520.325
  297, -2.600,2931691586.045,3271180896.304
  298, -2.500,2924831822.170,3258390355.165
  299, -2.400,2912904165.453,3247807729.782
  300, -2.300,2923976608.187,3256268316.509
  301, -2.200,2940311673.037,3259452411.995
  302, -2.100,2932551319.648,3261578604.044
  303, -2.000,2973535533.750,3290556103.982
  304, -1.900,2965599051.008,3286230693.395
  305, -1.800,2961208172.935,3294892915.980
  306, -1.700,2962962962.963,3282994090.611
  307, -1.600,2960331557.134,3298153034.301
  308, -1.500,2961208172.935,3289473684.211
  309, -1.400,2972651605.232,3298153034.301
  310, -1.300,2969121140.143,3307972213.033
  311, -1.200,2952465308.533,3303600925.008
  312, -1.100,2969121140.143,3299241174.530
  313, -1.000,2959455460.195,3301419610.432
  314, -0.900,2972651605.232,3307972213.033
  315, -0.800,2970002970.003,3310162197.948
  316, -0.700,2977963073.258,3315649867.374
  317, -0.600,2987750224.081,3312355084.465
  318, -0.500,2967359050.445,3307972213.033
  319, -0.400,2985965959.988,3313452617.628
  320, -0.300,2977076510.866,3307972213.033
  321, -0.200,2963841138.115,3312355084.465
  322, -0.100,2971768202.080,3303600925.008
  323,  0.000,2975304968.759,3315649867.374
