Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	16:37:37
Device ID	LBE247_ID36ZR1000Circ
Count	1
TriggerOutput	0
TriggerPolarity	positive
Measurement parameters
groundWGFMU,pulseWGFMU,startVolage1,endVoltage1,startVolage2,endVoltage2,stepSize,riseTime,fallTime,pulseWidth,pulseDelay,VpreCond1,VpreCond2,riseTimePrecond,fallTimePrecon,pulseWidthPreCond,bothSides,repetitions,preConEveryLoop,groundVoltageDuringPulse,measName,
SMU2,WGFMU1,0.000000,2.500000,0.000000,-2.000000,0.100000,0.000000020,0.000000020,0.000500000,0.001000000,0.000000,0.000000,0.000100000,0.000100000,0.005000000,1,2,0,0.000000,5e-4s-2p5V-m2V,
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,4422821760.283,5120327700.973
    1,  0.100,4424778761.062,5125576627.371
    2,  0.200,4426737494.467,5122950819.672
    3,  0.300,4551661356.395,5282620179.609
    4,  0.400,4957858205.255,5747126436.782
    5,  0.500,5807200929.152,6600660066.007
    6,  0.600,7022471910.112,7905138339.921
    7,  0.700,8312551953.450,9208103130.755
    8,  0.800,9737098344.693,10952902519.168
    9,  0.900,10482180293.501,11641443538.999
   10,  1.000,11547344110.855,12804097311.140
   11,  1.100,12468827930.175,13661202185.792
   12,  1.200,13037809647.979,14450867052.023
   13,  1.300,15723270440.252,17361111111.111
   14,  1.400,18115942028.986,19646365422.397
   15,  1.500,19342359767.892,20964360587.002
   16,  1.600,20408163265.306,21413276231.263
   17,  1.700,20790020790.021,22779043280.182
   18,  1.800,21691973969.631,23474178403.756
   19,  1.900,22522522522.523,24691358024.691
   20,  2.000,23148148148.148,25000000000.000
   21,  2.100,23255813953.488,25188916876.574
   22,  2.200,23640661938.534,25062656641.604
   23,  2.300,23419203747.073,23923444976.077
   24,  2.400,23148148148.148,24330900243.309
   25,  2.500,23364485981.308,24570024570.025
   26,  2.400,22675736961.451,23923444976.077
   27,  2.300,23201856148.492,24509803921.569
   28,  2.200,22779043280.182,23809523809.524
   29,  2.100,22831050228.311,23980815347.722
   30,  2.000,22421524663.677,23752969121.140
   31,  1.900,23041474654.378,23980815347.722
   32,  1.800,22831050228.311,24390243902.439
   33,  1.700,22522522522.523,24154589371.981
   34,  1.600,23041474654.378,24509803921.569
   35,  1.500,23148148148.148,24691358024.691
   36,  1.400,23041474654.378,25380710659.898
   37,  1.300,23419203747.073,25000000000.000
   38,  1.200,23148148148.148,25125628140.704
   39,  1.100,22988505747.126,24570024570.025
   40,  1.000,22935779816.514,24390243902.439
   41,  0.900,22675736961.451,24213075060.533
   42,  0.800,23148148148.148,24570024570.025
   43,  0.700,23201856148.492,24691358024.691
   44,  0.600,23148148148.148,24630541871.921
   45,  0.500,23584905660.377,25188916876.574
   46,  0.400,23923444976.077,24752475247.525
   47,  0.300,23419203747.073,24630541871.921
   48,  0.200,23809523809.524,24691358024.691
   49,  0.100,23696682464.455,24813895781.638
   50,  0.000,23584905660.377,24330900243.309
   51,  0.000,23529411764.706,24813895781.638
   52, -0.100,23419203747.073,24691358024.691
   53, -0.200,23696682464.455,24937655860.349
   54, -0.300,23310023310.023,24875621890.547
   55, -0.400,21978021978.022,23584905660.377
   56, -0.500,20161290322.581,21459227467.811
   57, -0.600,14684287812.041,16339869281.046
   58, -0.700,9661835748.792,10741138560.687
   59, -0.800,7153075822.604,8143322475.570
   60, -0.900,5608524957.936,6671114076.051
   61, -1.000,5205622071.838,6215040397.763
   62, -1.100,4870920603.994,5810575246.949
   63, -1.200,4618937644.342,5552470849.528
   64, -1.300,4514672686.230,5385029617.663
   65, -1.400,4518752824.221,5307855626.327
   66, -1.500,4535147392.290,5293806246.691
   67, -1.600,4436557231.588,5170630816.960
   68, -1.700,4450378282.154,5181347150.259
   69, -1.800,4436557231.588,5128205128.205
   70, -1.900,4370629370.629,5060728744.939
   71, -2.000,4043671653.862,4882812500.000
   72, -1.900,4043671653.862,4821600771.456
   73, -1.800,4273504273.504,4945598417.409
   74, -1.700,4166666666.667,4856726566.294
   75, -1.600,4009623095.429,4766444232.602
   76, -1.500,4019292604.502,4741583688.952
   77, -1.400,4101722723.544,4770992366.412
   78, -1.300,4003202562.050,4739336492.891
   79, -1.200,4030632809.351,4730368968.780
   80, -1.100,4180602006.689,4780114722.753
   81, -1.000,4170141784.821,4786979415.989
   82, -0.900,4159733777.038,4789272030.651
   83, -0.800,4123711340.206,4768717215.069
   84, -0.700,4175365344.468,4805382027.871
   85, -0.600,4161464835.622,4766444232.602
   86, -0.500,4120313143.799,4775549188.157
   87, -0.400,4122011541.632,4741583688.952
   88, -0.300,4139072847.682,4764173415.912
   89, -0.200,4177109440.267,4798464491.363
   90, -0.100,4210526315.789,4816955684.008
   91,  0.000,4215851602.024,4821600771.456
