Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	11:03:34
Device ID	LBE247_ID294YR
Count	0
TriggerOutput	0
TriggerPolarity	positive
Measurement parameters
groundWGFMU,pulseWGFMU,startVolage1,endVoltage1,startVolage2,endVoltage2,stepSize,riseTime,fallTime,pulseWidth,pulseDelay,VpreCond1,VpreCond2,riseTimePrecond,fallTimePrecon,pulseWidthPreCond,bothSides,repetitions,preConEveryLoop,groundVoltageDuringPulse,measName,
SMU2,WGFMU1,0.000000,4.000000,0.000000,-2.500000,0.100000,0.000000020,0.000000020,0.000500000,0.001000000,0.000000,0.000000,0.000100000,0.000100000,0.005000000,0,4,0,0.000000,5e-4s-4V-m2p5V,
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,1764913519.238,2186748305.270
    1,  0.100,1769598301.186,2186270223.000
    2,  0.200,1770538243.626,2191540653.079
    3,  0.300,1824817518.248,2260397830.018
    4,  0.400,1897893338.394,2339181286.550
    5,  0.500,1948558067.030,2410800385.728
    6,  0.600,2026342451.874,2529724260.056
    7,  0.700,2351834430.856,2902757619.739
    8,  0.800,2498126405.196,3113325031.133
    9,  0.900,2668089647.812,3299241174.530
   10,  1.000,2813731007.316,3512469265.894
   11,  1.100,2992220227.409,3735524841.240
   12,  1.200,3127932436.659,3894080996.885
   13,  1.300,3197953309.882,3998400639.744
   14,  1.400,3129890453.834,3900156006.240
   15,  1.500,2948982601.003,3735524841.240
   16,  1.600,2678093197.643,3374957813.027
   17,  1.700,2467308166.790,3117206982.544
   18,  1.800,2180549498.474,2767017155.506
   19,  1.900,1998401278.977,2548419979.613
   20,  2.000,1824484583.105,2327205026.763
   21,  2.100,1664170411.050,2132650885.050
   22,  2.200,1551349674.217,1991635132.444
   23,  2.300,1428775539.363,1834862385.321
   24,  2.400,1357773251.867,1744287458.573
   25,  2.500,1298532658.096,1672520488.376
   26,  2.600,1264222503.161,1614987080.103
   27,  2.700,1246727340.731,1596424010.217
   28,  2.800,1249375312.344,1603334936.668
   29,  2.900,1264222503.161,1611343860.780
   30,  3.000,1304121022.431,1672520488.376
   31,  3.100,1336005344.021,1720282126.269
   32,  3.200,1378359751.895,1751620248.730
   33,  3.300,1397624039.133,1780309773.901
   34,  3.400,1367801942.279,1738525730.181
   35,  3.500,1281722635.222,1636661211.129
   36,  3.600,1134044000.907,1424704373.842
   37,  3.700,971817298.348,1220405174.518
   38,  3.800,820344544.709,1019679820.536
   39,  3.900,688041832.943,859475719.811
   40,  4.000,583090379.009,721292556.261
   41,  0.000,653167864.141,788332676.389
   42, -0.100,659065445.199,794344268.806
   43, -0.200,662163951.794,798148295.953
   44, -0.300,663042036.865,798785845.515
   45, -0.400,651890482.399,786720163.638
   46, -0.500,624102852.150,758150113.723
   47, -0.600,586992251.702,711490572.750
   48, -0.700,534273654.966,651763018.966
   49, -0.800,407497962.510,496302546.032
   50, -0.900,245422863.594,292483182.217
   51, -1.000,189760522.221,225958062.184
   52, -1.100,161613549.680,190407281.174
   53, -1.200,143839360.203,167954316.426
   54, -1.300,129572281.897,151151014.979
   55, -1.400,119512865.560,138602059.627
   56, -1.500,111258219.201,128004915.389
   57, -1.600,103661317.743,118992372.589
   58, -1.700,97939355.951,111793048.708
   59, -1.800,93190565.387,106050161.726
   60, -1.900,89741633.836,101721121.374
   61, -2.000,87459987.056,99086423.178
   62, -2.100,85745644.121,96824167.312
   63, -2.200,84178627.047,95009168.385
   64, -2.300,83565925.158,93923170.846
   65, -2.400,82478308.205,93019794.612
   66, -2.500,82199662.981,92268797.461
