Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	16:28:56
Device ID	LBE247_ID180XR1000Star
Count	1
TriggerOutput	0
TriggerPolarity	positive
Measurement parameters
groundWGFMU,pulseWGFMU,startVolage1,endVoltage1,startVolage2,endVoltage2,stepSize,riseTime,fallTime,pulseWidth,pulseDelay,VpreCond1,VpreCond2,riseTimePrecond,fallTimePrecon,pulseWidthPreCond,bothSides,repetitions,preConEveryLoop,groundVoltageDuringPulse,measName,
SMU2,WGFMU1,0.000000,2.500000,0.000000,-2.000000,0.100000,0.000000020,0.000000020,0.000500000,0.001000000,0.000000,0.000000,0.000100000,0.000100000,0.005000000,1,2,0,0.000000,5e-4s-2p5V-m2V,
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,20161290322.581,21276595744.681
    1,  0.100,19920318725.100,21276595744.681
    2,  0.200,20120724346.076,21097046413.502
    3,  0.300,20746887966.805,21739130434.783
    4,  0.400,21978021978.022,23201856148.492
    5,  0.500,23866348448.687,24875621890.547
    6,  0.600,27700831024.931,28409090909.091
    7,  0.700,30864197530.864,30487804878.049
    8,  0.800,34246575342.466,33898305084.746
    9,  0.900,37174721189.591,35971223021.583
   10,  1.000,40322580645.161,37878787878.788
   11,  1.100,44052863436.123,40160642570.281
   12,  1.200,46948356807.512,43290043290.043
   13,  1.300,53475935828.877,47169811320.755
   14,  1.400,60606060606.061,51813471502.591
   15,  1.500,61349693251.534,51813471502.591
   16,  1.600,63694267515.924,54644808743.169
   17,  1.700,63694267515.924,56179775280.899
   18,  1.800,68027210884.354,59523809523.810
   19,  1.900,68027210884.354,58823529411.765
   20,  2.000,67114093959.732,58139534883.721
   21,  2.100,72463768115.942,59171597633.136
   22,  2.200,71428571428.571,60606060606.061
   23,  2.300,76923076923.077,62111801242.236
   24,  2.400,81967213114.754,64102564102.564
   25,  2.500,80000000000.000,64516129032.258
   26,  2.400,75757575757.576,64516129032.258
   27,  2.300,77519379844.961,67567567567.568
   28,  2.200,78125000000.000,64935064935.065
   29,  2.100,76923076923.077,64516129032.258
   30,  2.000,77519379844.961,64102564102.564
   31,  1.900,76923076923.077,64102564102.564
   32,  1.800,76335877862.595,64102564102.564
   33,  1.700,76923076923.077,64516129032.258
   34,  1.600,84745762711.864,63694267515.924
   35,  1.500,80645161290.323,63291139240.506
   36,  1.400,76923076923.077,64102564102.564
   37,  1.300,81967213114.754,65789473684.211
   38,  1.200,82644628099.174,63694267515.924
   39,  1.100,88495575221.239,63694267515.924
   40,  1.000,86956521739.130,65359477124.183
   41,  0.900,81300813008.130,64935064935.065
   42,  0.800,81300813008.130,67567567567.568
   43,  0.700,83333333333.333,66225165562.914
   44,  0.600,76923076923.077,67567567567.568
   45,  0.500,81967213114.754,64516129032.258
   46,  0.400,81967213114.754,64935064935.065
   47,  0.300,81300813008.130,68027210884.354
   48,  0.200,80645161290.323,66225165562.914
   49,  0.100,81967213114.754,67567567567.568
   50,  0.000,78740157480.315,65789473684.211
   51,  0.000,83333333333.333,66666666666.667
   52, -0.100,80645161290.323,72463768115.942
   53, -0.200,84033613445.378,66225165562.914
   54, -0.300,81967213114.754,67567567567.568
   55, -0.400,76335877862.595,63694267515.924
   56, -0.500,66225165562.914,55865921787.709
   57, -0.600,51546391752.577,47619047619.048
   58, -0.700,36363636363.636,35460992907.801
   59, -0.800,28328611898.017,29325513196.481
   60, -0.900,24038461538.462,24813895781.638
   61, -1.000,22675736961.451,23310023310.023
   62, -1.100,22573363431.151,23094688221.709
   63, -1.200,21321961620.469,22172949002.217
   64, -1.300,21413276231.263,21978021978.022
   65, -1.400,20080321285.141,21691973969.631
   66, -1.500,19607843137.255,21367521367.521
   67, -1.600,19880715705.765,21097046413.502
   68, -1.700,19841269841.270,20920502092.050
   69, -1.800,19267822736.031,20325203252.033
   70, -1.900,18939393939.394,19920318725.100
   71, -2.000,18348623853.211,19646365422.397
   72, -1.900,18416206261.510,19880715705.765
   73, -1.800,18975332068.311,19685039370.079
   74, -1.700,18450184501.845,19646365422.397
   75, -1.600,18903591682.420,20080321285.141
   76, -1.500,18248175182.482,19531250000.000
   77, -1.400,18281535648.995,19230769230.769
   78, -1.300,18726591760.300,19762845849.802
   79, -1.200,18796992481.203,19723865877.712
   80, -1.100,18621973929.236,19455252918.288
   81, -1.000,18975332068.311,19646365422.397
   82, -0.900,18416206261.510,19267822736.031
   83, -0.800,18939393939.394,20080321285.141
   84, -0.700,18382352941.176,19417475728.155
   85, -0.600,18621973929.236,19569471624.266
   86, -0.500,18587360594.796,19569471624.266
   87, -0.400,19011406844.106,19685039370.079
   88, -0.300,19047619047.619,19880715705.765
   89, -0.200,18867924528.302,20000000000.000
   90, -0.100,19011406844.106,19801980198.020
   91,  0.000,18903591682.420,19841269841.270
