Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	15:50:56
Device ID	LBE247_ID301XR1000Oct
N	2
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,2673082063.619,2935995302.408
    1,  0.100,2671653753.674,2939447383.892
    2,  0.200,2665245202.559,2935995302.408
    3,  0.300,2668089647.812,2932551319.648
    4,  0.400,2663115845.539,2941176470.588
    5,  0.500,2665955745.135,2929973630.237
    6,  0.600,2668089647.812,2939447383.892
    7,  0.700,2667377967.458,2924831822.170
    8,  0.800,2664535038.636,2929115407.147
    9,  0.900,2672367717.798,2941176470.588
   10,  1.000,2670940170.940,2941176470.588
   11,  1.100,2685284640.172,2955082742.317
   12,  1.200,2700513097.489,2964719833.976
   13,  1.300,2719608376.394,2991325157.045
   14,  1.400,2805836139.169,3098853424.233
   15,  1.500,2884338044.419,3158559696.778
   16,  1.600,3020235578.375,3325573661.457
   17,  1.700,3373819163.293,3736920777.280
   18,  1.800,3855050115.652,4239084357.779
   19,  1.900,4113533525.298,4518752824.221
   20,  2.000,4291845493.562,4734848484.848
   21,  2.100,4492362982.929,4901960784.314
   22,  2.200,4623208506.704,5068423720.223
   23,  2.300,4670714619.337,5138746145.940
   24,  2.400,4625346901.018,5216484089.724
   25,  2.500,4653327128.897,5154639175.258
   26,  2.600,4899559039.686,5452562704.471
   27,  2.700,5452562704.471,6013229104.029
   28,  2.800,5834305717.620,6397952655.150
   29,  2.900,6570302233.903,7396449704.142
   30,  3.000,7336757153.338,8271298593.879
   31,  3.100,7716049382.716,8643042350.908
   32,  3.200,9442870632.672,10384215991.693
   33,  3.300,10471204188.482,11682242990.654
   34,  3.400,11273957158.963,12690355329.949
   35,  3.500,12578616352.201,13927576601.671
   36,  3.600,13831258644.537,14880952380.952
   37,  3.700,15151515151.515,16313213703.100
   38,  3.800,15408320493.066,16722408026.756
   39,  3.900,15847860538.827,17482517482.517
   40,  4.000,16806722689.076,17793594306.050
   41,  4.100,17730496453.901,19305019305.019
   42,  4.200,19157088122.605,20920502092.050
   43,  4.300,19960079840.319,21691973969.631
   44,  4.400,21321961620.469,22522522522.523
   45,  4.500,20920502092.050,22624434389.140
   46,  4.600,20964360587.002,22471910112.360
   47,  4.700,20833333333.333,22271714922.049
   48,  4.800,19723865877.712,20746887966.805
   49,  4.900,18939393939.394,20746887966.805
   50,  5.000,18416206261.510,20202020202.020
   51,  4.900,18621973929.236,20703933747.412
   52,  4.800,17921146953.405,19920318725.100
   53,  4.700,17730496453.901,20325203252.033
   54,  4.600,17543859649.123,18939393939.394
   55,  4.500,17123287671.233,19157088122.605
   56,  4.400,17857142857.143,19685039370.079
   57,  4.300,17301038062.284,19193857965.451
   58,  4.200,17761989342.806,20040080160.321
   59,  4.100,18083182640.145,19723865877.712
   60,  4.000,17331022530.329,19569471624.266
   61,  3.900,17793594306.050,19417475728.155
   62,  3.800,17761989342.806,19646365422.397
   63,  3.700,18214936247.723,19801980198.020
   64,  3.600,18552875695.733,20283975659.229
   65,  3.500,18050541516.245,19841269841.270
   66,  3.400,17985611510.791,19841269841.270
   67,  3.300,18416206261.510,20325203252.033
   68,  3.200,18348623853.211,20120724346.076
   69,  3.100,18315018315.018,19646365422.397
   70,  3.000,18656716417.910,20283975659.229
   71,  2.900,19047619047.619,20283975659.229
   72,  2.800,19230769230.769,20746887966.805
   73,  2.700,18975332068.311,20242914979.757
   74,  2.600,18691588785.047,20746887966.805
   75,  2.500,19531250000.000,20833333333.333
   76,  2.400,19531250000.000,21008403361.345
   77,  2.300,19531250000.000,21052631578.947
   78,  2.200,19685039370.079,20618556701.031
   79,  2.100,19841269841.270,20661157024.793
   80,  2.000,19723865877.712,20920502092.050
   81,  1.900,19455252918.288,21052631578.947
   82,  1.800,19723865877.712,20876826722.338
   83,  1.700,19342359767.892,20790020790.021
   84,  1.600,20040080160.321,20876826722.338
   85,  1.500,19569471624.266,20703933747.412
   86,  1.400,19455252918.288,21052631578.947
   87,  1.300,19646365422.397,21008403361.345
   88,  1.200,19685039370.079,21008403361.345
   89,  1.100,19607843137.255,20790020790.021
   90,  1.000,19723865877.712,21008403361.345
   91,  0.900,19880715705.765,20920502092.050
   92,  0.800,19920318725.100,21008403361.345
   93,  0.700,19723865877.712,20833333333.333
   94,  0.600,19607843137.255,21008403361.345
   95,  0.500,19493177387.914,20833333333.333
   96,  0.400,19607843137.255,20661157024.793
   97,  0.300,19493177387.914,20790020790.021
   98,  0.200,19417475728.155,20618556701.031
   99,  0.100,19762845849.802,20920502092.050
  100,  0.000,19267822736.031,20920502092.050
  101,  0.000,19531250000.000,21276595744.681
  102, -0.100,19417475728.155,21052631578.947
  103, -0.200,19762845849.802,21052631578.947
  104, -0.300,19762845849.802,21231422505.308
  105, -0.400,19762845849.802,21231422505.308
  106, -0.500,19646365422.397,20746887966.805
  107, -0.600,19723865877.712,21231422505.308
  108, -0.700,19379844961.240,21052631578.947
  109, -0.800,19880715705.765,21367521367.521
  110, -0.900,19685039370.079,21052631578.947
  111, -1.000,19193857965.451,20746887966.805
  112, -1.100,18975332068.311,20408163265.306
  113, -1.200,18656716417.910,20242914979.757
  114, -1.300,18181818181.818,20325203252.033
  115, -1.400,17361111111.111,19230769230.769
  116, -1.500,14771048744.461,16103059581.320
  117, -1.600,11185682326.622,12594458438.287
  118, -1.700,8347245409.015,9372071227.741
  119, -1.800,6199628022.319,7047216349.542
  120, -1.900,5302226935.313,6027727546.715
  121, -2.000,4741583688.952,5302226935.313
  122, -2.100,4444444444.444,4952947003.467
  123, -2.200,4068348250.610,4516711833.785
  124, -2.300,3858024691.358,4310344827.586
  125, -2.400,3625815808.557,4061738424.045
  126, -2.500,3407155025.554,3777861730.261
  127, -2.600,3155569580.309,3537318712.416
  128, -2.700,2982403817.477,3351206434.316
  129, -2.800,2828054298.643,3158559696.778
  130, -2.900,2723311546.841,3028467595.397
  131, -3.000,2648305084.746,2923121894.183
  132, -3.100,2665955745.135,2939447383.892
  133, -3.200,2590673575.130,2869440459.110
  134, -3.300,2486943546.381,2783189535.207
  135, -3.400,2496878901.373,2757099531.293
  136, -3.500,2480158730.159,2750275027.503
  137, -3.600,2486943546.381,2746498214.776
  138, -3.700,2431906614.786,2693239967.681
  139, -3.800,2475860361.476,2722570106.180
  140, -3.900,2406159769.009,2682403433.476
  141, -4.000,2387204583.433,2632964718.273
  142, -4.100,2416042522.348,2694691457.828
  143, -4.200,2420721374.970,2697599136.768
  144, -4.300,2392344497.608,2660281989.891
  145, -4.400,2396931927.133,2632964718.273
  146, -4.500,2421307506.053,2669514148.425
  147, -4.400,2455795677.800,2713704206.242
  148, -4.300,2485707183.694,2771618625.277
  149, -4.200,2497502497.502,2767017155.506
  150, -4.100,2495009980.040,2741979709.350
  151, -4.000,2549069589.600,2818489289.741
  152, -3.900,2560163850.486,2808199943.836
  153, -3.800,2554931016.863,2782415136.338
  154, -3.700,2573340195.574,2818489289.741
  155, -3.600,2574002574.003,2813731007.316
  156, -3.500,2602133749.675,2844950213.371
  157, -3.400,2572678157.962,2823263692.829
  158, -3.300,2593360995.851,2857959416.976
  159, -3.200,2591344908.007,2840102243.681
  160, -3.100,2585983966.899,2842524161.455
  161, -3.000,2592688618.097,2841716396.704
  162, -2.900,2571355104.140,2840909090.909
  163, -2.800,2567394094.994,2847380410.023
  164, -2.700,2566076469.079,2830455703.368
  165, -2.600,2567394094.994,2839295854.628
  166, -2.500,2564102564.103,2839295854.628
  167, -2.400,2557544757.033,2843332385.556
  168, -2.300,2570033410.434,2835270768.358
  169, -2.200,2565418163.161,2831257078.143
  170, -2.100,2561475409.836,2820874471.086
  171, -2.000,2566735112.936,2827254735.652
  172, -1.900,2569373072.970,2829654782.117
  173, -1.800,2570694087.404,2827254735.652
  174, -1.700,2575991756.826,2833663927.458
  175, -1.600,2565418163.161,2838489923.361
  176, -1.500,2580645161.290,2837684449.489
  177, -1.400,2574002574.003,2836879432.624
  178, -1.300,2583311805.735,2838489923.361
  179, -1.200,2595380223.203,2852253280.091
  180, -1.100,2595380223.203,2847380410.023
  181, -1.000,2596053997.923,2851439977.188
  182, -0.900,2598077422.707,2854695974.879
  183, -0.800,2592016588.906,2854695974.879
  184, -0.700,2600104004.160,2857959416.976
  185, -0.600,2595380223.203,2855511136.493
  186, -0.500,2596053997.923,2858776443.682
  187, -0.400,2584647195.658,2842524161.455
  188, -0.300,2588661661.921,2845759817.871
  189, -0.200,2580645161.290,2844950213.371
  190, -0.100,2585315408.480,2853067047.076
  191,  0.000,2584647195.658,2844950213.371
  192,  0.000,2586652871.185,2850627137.970
  193,  0.100,2582644628.099,2846569883.291
  194,  0.200,2583311805.735,2841716396.704
  195,  0.300,2584647195.658,2839295854.628
  196,  0.400,2577319587.629,2841716396.704
  197,  0.500,2582644628.099,2840909090.909
  198,  0.600,2579313902.502,2831257078.143
  199,  0.700,2577319587.629,2832861189.802
  200,  0.800,2579313902.502,2839295854.628
  201,  0.900,2585983966.899,2845759817.871
  202,  1.000,2550369803.622,2797985450.476
  203,  1.100,2569373072.970,2822466836.015
  204,  1.200,2583979328.165,2830455703.368
  205,  1.300,2604845011.722,2847380410.023
  206,  1.400,2621919244.887,2873563218.391
  207,  1.500,2708559046.587,2971768202.080
  208,  1.600,2887669650.592,3158559696.778
  209,  1.700,3233107015.842,3466204506.066
  210,  1.800,3460207612.457,3790750568.613
  211,  1.900,3777861730.261,4118616144.975
  212,  2.000,3825554705.432,4198152812.762
  213,  2.100,3972983710.767,4434589800.443
  214,  2.200,3968253968.254,4353504571.180
  215,  2.300,4101722723.544,4604051565.378
  216,  2.400,4191114836.547,4692632566.870
  217,  2.500,4199916001.680,4746084480.304
  218,  2.600,4038772213.247,4533091568.450
  219,  2.700,4334633723.450,4889975550.122
  220,  2.800,4518752824.221,5096839959.225
  221,  2.900,4842615012.107,5467468562.056
  222,  3.000,5408328826.393,6127450980.392
  223,  3.100,5899705014.749,6680026720.107
  224,  3.200,6653359946.773,7485029940.120
  225,  3.300,7598784194.529,8403361344.538
  226,  3.400,8547008547.009,9606147934.678
  227,  3.500,9970089730.808,11135857461.024
  228,  3.600,11273957158.963,12578616352.201
  229,  3.700,12195121951.220,13550135501.355
  230,  3.800,13458950201.884,14992503748.126
  231,  3.900,15267175572.519,16806722689.076
  232,  4.000,16501650165.017,17699115044.248
  233,  4.100,16835016835.017,18450184501.845
  234,  4.200,17452006980.803,18552875695.733
  235,  4.300,18761726078.799,19960079840.319
  236,  4.400,19569471624.266,21367521367.521
  237,  4.500,20408163265.306,21739130434.783
