Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	15:32:13
Device ID	LBE247_ID301XR1000Oct
Count	0
TriggerOutput	0
TriggerPolarity	positive
Measurement parameters
groundWGFMU,pulseWGFMU,startVolage1,endVoltage1,startVolage2,endVoltage2,stepSize,riseTime,fallTime,pulseWidth,pulseDelay,VpreCond1,VpreCond2,riseTimePrecond,fallTimePrecon,pulseWidthPreCond,bothSides,repetitions,preConEveryLoop,groundVoltageDuringPulse,measName,
SMU2,WGFMU1,0.000000,4.000000,0.000000,-4.000000,0.100000,0.000000020,0.000000020,0.000000500,0.001000000,0.000000,0.000000,0.000100000,0.000100000,0.005000000,1,2,0,0.000000,5e-7s-4V-m4V,
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,3012955709.551,3315649867.374
    1,  0.100,3015681544.029,3302509907.530
    2,  0.200,3003905076.600,3302509907.530
    3,  0.300,3009328919.651,3303600925.008
    4,  0.400,3005710850.616,3302509907.530
    5,  0.500,3009328919.651,3297065611.606
    6,  0.600,3008423586.041,3298153034.301
    7,  0.700,3003003003.003,3297065611.606
    8,  0.800,3021148036.254,3297065611.606
    9,  0.900,3032140691.328,3307972213.033
   10,  1.000,3044140030.441,3334444814.938
   11,  1.100,3046922608.166,3344481605.351
   12,  1.200,3102699348.433,3408316291.752
   13,  1.300,3176620076.239,3475842891.901
   14,  1.400,3148614609.572,3471017007.983
   15,  1.500,3653635367.190,4006410256.410
   16,  1.600,4128819157.721,4528985507.246
   17,  1.700,4411116012.351,4875670404.681
   18,  1.800,4878048780.488,5305039787.798
   19,  1.900,5045408678.103,5509641873.278
   20,  2.000,5173305742.369,5665722379.603
   21,  2.100,5260389268.806,5817335660.268
   22,  2.200,5681818181.818,6053268765.133
   23,  2.300,5740528128.588,6207324643.079
   24,  2.400,6180469715.698,6693440428.380
   25,  2.500,6285355122.564,6958942240.779
   26,  2.600,7849293563.579,8547008547.009
   27,  2.700,9049773755.656,9861932938.856
   28,  2.800,10309278350.515,11299435028.249
   29,  2.900,12594458438.287,13736263736.264
   30,  3.000,14534883720.930,15552099533.437
   31,  3.100,16891891891.892,18018018018.018
   32,  3.200,17921146953.405,19493177387.914
   33,  3.300,18181818181.818,19723865877.712
   34,  3.400,20080321285.141,21276595744.681
   35,  3.500,21834061135.371,22522522522.523
   36,  3.600,21834061135.371,23474178403.756
   37,  3.700,23041474654.378,24271844660.194
   38,  3.800,23419203747.073,24390243902.439
   39,  3.900,23923444976.077,25000000000.000
   40,  4.000,24937655860.349,26178010471.204
   41,  3.900,24630541871.921,26178010471.204
   42,  3.800,22779043280.182,25252525252.525
   43,  3.700,24691358024.691,26246719160.105
   44,  3.600,24691358024.691,26385224274.406
   45,  3.500,23809523809.524,25510204081.633
   46,  3.400,24390243902.439,26041666666.667
   47,  3.300,25706940874.036,26178010471.204
   48,  3.200,24752475247.525,26881720430.108
   49,  3.100,25188916876.574,26809651474.531
   50,  3.000,24330900243.309,26881720430.108
   51,  2.900,24213075060.533,26315789473.684
   52,  2.800,24449877750.611,26315789473.684
   53,  2.700,25062656641.604,26525198938.992
   54,  2.600,24330900243.309,25773195876.289
   55,  2.500,24390243902.439,26246719160.105
   56,  2.400,24630541871.921,26954177897.574
   57,  2.300,24875621890.547,27027027027.027
   58,  2.200,25510204081.633,26809651474.531
   59,  2.100,25641025641.026,26525198938.992
   60,  2.000,25252525252.525,26737967914.439
   61,  1.900,25510204081.633,26737967914.439
   62,  1.800,25974025974.026,27247956403.270
   63,  1.700,25706940874.036,27472527472.527
   64,  1.600,25906735751.295,27100271002.710
   65,  1.500,25575447570.332,27173913043.478
   66,  1.400,25839793281.654,27548209366.391
   67,  1.300,25445292620.865,27322404371.585
   68,  1.200,26178010471.204,27247956403.270
   69,  1.100,25974025974.026,27548209366.391
   70,  1.000,26178010471.204,27472527472.527
   71,  0.900,26109660574.413,27472527472.527
   72,  0.800,26109660574.413,27932960893.855
   73,  0.700,26525198938.992,27624309392.265
   74,  0.600,26455026455.026,27548209366.391
   75,  0.500,26246719160.105,27700831024.931
   76,  0.400,26109660574.413,27777777777.778
   77,  0.300,26178010471.204,28089887640.449
   78,  0.200,26455026455.026,28248587570.621
   79,  0.100,26246719160.105,27777777777.778
   80,  0.000,26315789473.684,27700831024.931
   81,  0.000,25839793281.654,27322404371.585
   82, -0.100,26385224274.406,27397260273.973
   83, -0.200,26385224274.406,27624309392.265
   84, -0.300,26525198938.992,27322404371.585
   85, -0.400,26666666666.667,28328611898.017
   86, -0.500,26246719160.105,27548209366.391
   87, -0.600,27548209366.391,27173913043.478
   88, -0.700,25000000000.000,28735632183.908
   89, -0.800,26455026455.026,25062656641.604
   90, -0.900,24570024570.025,25906735751.295
   91, -1.000,23255813953.488,24271844660.194
   92, -1.100,19960079840.319,21786492374.728
   93, -1.200,14184397163.121,15503875968.992
   94, -1.300,8688097306.690,9643201542.912
   95, -1.400,5727376861.397,6468305304.010
   96, -1.500,4576659038.902,5130836326.321
   97, -1.600,4003202562.050,4460303300.624
   98, -1.700,4071661237.785,4537205081.670
   99, -1.800,3435245620.062,3888024883.359
  100, -1.900,3290556103.982,3717472118.959
  101, -2.000,3165558721.114,3548616039.744
  102, -2.100,3042287800.426,3457814661.134
  103, -2.200,2973535533.750,3357958361.316
  104, -2.300,2904443799.012,3291639236.340
  105, -2.400,2847380410.023,3224766204.450
  106, -2.500,2831257078.143,3208213025.345
  107, -2.600,2814522938.362,3160556257.901
  108, -2.700,2790178571.429,3131850923.896
  109, -2.800,2803476310.625,3113325031.133
  110, -2.900,2755580049.600,3090234857.849
  111, -3.000,2745744096.650,3091190108.192
  112, -3.100,2722570106.180,3061849357.012
  113, -3.200,2754820936.639,3060912151.821
  114, -3.300,2756339581.036,3056234718.826
  115, -3.400,2751031636.864,3065603923.973
  116, -3.500,2736726874.658,3032140691.328
  117, -3.600,2767783005.812,3035822707.954
  118, -3.700,2732240437.158,3016591251.885
  119, -3.800,2768549280.177,3073140749.846
  120, -3.900,2755580049.600,3054367745.877
  121, -4.000,2816108138.553,3123048094.941
  122, -3.900,2836074872.377,3149606299.213
  123, -3.800,2828854314.003,3171582619.727
  124, -3.700,2846569883.291,3212335367.812
  125, -3.600,2885170225.043,3200000000.000
  126, -3.500,2889338341.520,3187759005.419
  127, -3.400,2857142857.143,3214400514.304
  128, -3.300,2897710808.461,3212335367.812
  129, -3.200,2834467120.181,3146633102.580
  130, -3.100,2834467120.181,3183699458.771
  131, -3.000,2843332385.556,3182686187.142
  132, -2.900,2876042565.430,3205128205.128
  133, -2.800,2871088142.406,3173595683.910
  134, -2.700,2877697841.727,3215434083.601
  135, -2.600,2868617326.449,3216468317.787
  136, -2.500,2898550724.638,3219575016.098
  137, -2.400,2902757619.739,3221649484.536
  138, -2.300,2921413964.359,3237293622.532
  139, -2.200,2916302128.901,3216468317.787
  140, -2.100,2920560747.664,3220611916.264
  141, -2.000,2907822041.291,3214400514.304
  142, -1.900,2917152858.810,3214400514.304
  143, -1.800,2918855808.523,3227888960.620
  144, -1.700,2921413964.359,3222687721.560
  145, -1.600,2916302128.901,3234152652.005
  146, -1.500,2918855808.523,3219575016.098
  147, -1.400,2918855808.523,3225806451.613
  148, -1.300,2922267679.719,3216468317.787
  149, -1.200,2926543751.829,3214400514.304
  150, -1.100,2920560747.664,3223726627.982
  151, -1.000,2918004085.206,3221649484.536
  152, -0.900,2935133548.576,3238341968.912
  153, -0.800,2929973630.237,3219575016.098
  154, -0.700,2929973630.237,3231017770.598
  155, -0.600,2929115407.147,3233107015.842
  156, -0.500,2931691586.045,3225806451.613
  157, -0.400,2930832356.389,3224766204.450
  158, -0.300,2922267679.719,3225806451.613
  159, -0.200,2926543751.829,3213367609.254
  160, -0.100,2932551319.648,3220611916.264
  161,  0.000,2932551319.648,3223726627.982
