Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	11:09:21
Device ID	LBE247_ID294YR
N	4
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,982221785.679,1188636633.781
    1,  0.100,983671060.397,1190334483.990
    2,  0.200,985512959.495,1191895113.230
    3,  0.300,989119683.482,1193887297.039
    4,  0.400,988239944.659,1194315060.313
    5,  0.500,975800156.128,1196172248.804
    6,  0.600,991375037.177,1199760047.990
    7,  0.700,990295107.942,1196458482.891
    8,  0.800,989021857.383,1200048001.920
    9,  0.900,988142292.490,1198178768.272
   10,  1.000,984251968.504,1197748233.321
   11,  1.100,981450583.963,1191043353.978
   12,  1.200,975990630.490,1186521120.076
   13,  1.300,974089226.573,1181893393.216
   14,  1.400,968898362.562,1180916391.120
   15,  1.500,960061443.932,1172882946.282
   16,  1.600,954380606.986,1168360789.812
   17,  1.700,945447669.471,1159285879.898
   18,  1.800,941087897.610,1150615579.335
   19,  1.900,933532486.931,1152737752.161
   20,  2.000,925840199.981,1150747986.191
   21,  2.100,917515368.382,1135202633.670
   22,  2.200,912159080.544,1133401337.414
   23,  2.300,904895484.572,1120071684.588
   24,  2.400,900900900.901,1116819298.637
   25,  2.500,888099467.140,1108647450.111
   26,  2.600,878194432.247,1089087344.805
   27,  2.700,865426222.415,1071466838.101
   28,  2.800,852878464.819,1054629824.931
   29,  2.900,842034355.002,1048218029.350
   30,  3.000,821422704.124,1024170421.958
   31,  0.000,882612533.098,1091107474.086
   32, -0.100,891821992.330,1099142668.718
   33, -0.200,891503967.193,1102900628.653
   34, -0.300,893176134.334,1098538943.206
   35, -0.400,884407888.918,1092418614.813
   36, -0.500,863632438.034,1072386058.981
   37, -0.600,826719576.720,1028066207.464
   38, -0.700,698080279.232,867980210.051
   39, -0.800,351778238.998,423190859.077
   40, -0.900,184185806.642,216497077.289
   41, -1.000,137877785.131,160140924.013
   42, -1.100,116339945.320,135009248.133
   43, -1.200,104652866.442,120895594.565
   44, -1.300,94846964.423,109368506.245
   45, -1.400,88335320.878,101448687.254
   46, -1.500,82993061.780,94918986.645
   47, -1.600,78583609.031,89550367.604
   48, -1.700,75339782.419,85401472.321
   49, -1.800,72924035.033,82589341.020
   50, -1.900,71394404.107,80690712.499
   51, -2.000,70286911.171,79192239.161
   52, -2.100,69820700.441,78463373.297
   53, -2.200,69584580.057,78227061.870
   54, -2.300,69315440.708,77760497.667
   55, -2.400,68850607.951,77307234.411
   56, -2.500,68350831.146,76551507.682
   57,  0.000,69005969.016,77164066.238
   58,  0.100,69084628.670,77275572.419
   59,  0.200,69189787.587,77403574.497
   60,  0.300,69373144.268,77703096.468
   61,  0.400,69734034.393,78260120.990
   62,  0.500,70329917.644,79008912.205
   63,  0.600,71351104.515,80180245.191
   64,  0.700,72853375.297,82021670.125
   65,  0.800,74870474.080,84724940.481
   66,  0.900,78718463.416,89155960.522
   67,  1.000,84768032.280,96332617.261
   68,  1.100,92542037.220,105290866.017
   69,  1.200,101784278.400,116329118.342
   70,  1.300,112993073.525,129637792.009
   71,  1.400,122916564.236,141348749.770
   72,  1.500,134627552.875,155755961.559
   73,  1.600,149376353.723,173232165.749
   74,  1.700,170180902.299,197851334.507
   75,  1.800,197972758.948,232309622.265
   76,  1.900,245284407.270,288151221.761
   77,  2.000,302352300.901,357283218.407
   78,  2.100,401735497.349,481324605.314
   79,  2.200,499600319.744,608272506.083
   80,  2.300,639549756.971,777061154.713
   81,  2.400,734484024.972,902282775.422
   82,  2.500,823316318.129,1010509296.686
   83,  2.600,900252070.580,1107787747.868
   84,  2.700,944643869.261,1168224299.065
   85,  2.800,1006238679.815,1240848740.539
   86,  2.900,1046243984.097,1292824822.237
   87,  3.000,1077005923.533,1331557922.770
   88,  0.000,1125365743.867,1375326640.077
   89, -0.100,1127395715.896,1382361072.712
   90, -0.200,1128158844.765,1381024720.342
   91, -0.300,1115822361.080,1365747063.644
   92, -0.400,1042426769.519,1287830006.439
   93, -0.500,945894816.496,1169180404.536
   94, -0.600,600997656.109,737844019.774
   95, -0.700,220327406.526,256746001.181
   96, -0.800,116622155.877,133738114.025
   97, -0.900,89964464.037,103185331.173
   98, -1.000,81404719.846,92672393.821
   99, -1.100,76791939.918,87336244.541
  100, -1.200,74534531.849,84726376.168
  101, -1.300,72664385.005,82516420.768
  102, -1.400,71146020.092,80759135.877
  103, -1.500,70158206.756,79563356.301
  104, -1.600,69159641.200,78283401.570
