Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	11:13:50
Device ID	LBE247_ID294YR
Count	3
TriggerOutput	0
TriggerPolarity	positive
Measurement parameters
groundWGFMU,pulseWGFMU,startVolage1,endVoltage1,startVolage2,endVoltage2,stepSize,riseTime,fallTime,pulseWidth,pulseDelay,VpreCond1,VpreCond2,riseTimePrecond,fallTimePrecon,pulseWidthPreCond,bothSides,repetitions,preConEveryLoop,groundVoltageDuringPulse,measName,
SMU2,WGFMU1,0.000000,3.000000,0.000000,-2.500000,0.100000,0.000000020,0.000000020,0.000500000,0.001000000,0.000000,0.000000,0.000100000,0.000100000,0.005000000,0,4,0,0.000000,5e-4s-4V-m2p5V,
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,69905138.727,78547808.123
    1,  0.100,69952572.156,78619442.588
    2,  0.200,70022126.992,78572494.912
    3,  0.300,70251359.364,78982078.966
    4,  0.400,70713856.380,79568420.885
    5,  0.500,71452559.073,80527616.946
    6,  0.600,72331684.171,81686666.285
    7,  0.700,73889077.717,83593168.766
    8,  0.800,76072816.900,86113359.627
    9,  0.900,80057641.502,90867787.369
   10,  1.000,86005229.118,97942233.671
   11,  1.100,94079572.502,107596298.687
   12,  1.200,104443005.452,119749006.083
   13,  1.300,113821323.287,130860934.085
   14,  1.400,125043765.318,144579706.792
   15,  1.500,138052901.872,159849102.447
   16,  1.600,154197249.121,179002953.549
   17,  1.700,174386160.714,203931805.204
   18,  1.800,210070793.858,245657994.939
   19,  1.900,262536098.714,311119407.629
   20,  2.000,345530562.178,415938773.812
   21,  2.100,466766243.465,557693380.180
   22,  2.200,584419379.347,709823963.657
   23,  2.300,684556407.448,834097923.096
   24,  2.400,768226165.783,947149081.265
   25,  2.500,829944393.726,1016363451.570
   26,  2.600,890947968.639,1099142668.718
   27,  2.700,934492103.542,1153269519.087
   28,  2.800,972668028.402,1200912693.647
   29,  2.900,1007759750.076,1245485116.453
   30,  3.000,1031353135.314,1273885350.318
   31,  0.000,1062360565.176,1297016861.219
   32, -0.100,1059883412.825,1298364061.283
   33, -0.200,1062247716.167,1299376299.376
   34, -0.300,1044604617.152,1285842870.001
   35, -0.400,995421063.110,1220405174.518
   36, -0.500,848896434.635,1046462955.211
   37, -0.600,453720508.167,547165681.768
   38, -0.700,174237276.323,201824493.421
   39, -0.800,99804383.409,114264820.147
   40, -0.900,80742182.138,92008170.326
   41, -1.000,74927694.775,85065840.961
   42, -1.100,71904683.152,81479670.822
   43, -1.200,69885108.881,79236791.227
   44, -1.300,68346159.629,77495950.837
   45, -1.400,67379088.226,76343453.931
   46, -1.500,66699126.908,75480812.777
   47, -1.600,65899161.104,74460718.248
   48, -1.700,65391959.405,73800193.357
   49, -1.800,65303990.074,73624148.721
   50, -1.900,65068582.286,73296587.311
   51, -2.000,65358195.591,73728369.939
   52, -2.100,65793369.344,74100969.982
   53, -2.200,66886947.681,75084657.952
   54, -2.300,67761695.669,76162622.431
   55, -2.400,68610634.648,77156921.747
   56, -2.500,69135256.215,77435341.490
