Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	11:12:21
Device ID	LBE247_ID294YR
Count	2
TriggerOutput	0
TriggerPolarity	positive
Measurement parameters
groundWGFMU,pulseWGFMU,startVolage1,endVoltage1,startVolage2,endVoltage2,stepSize,riseTime,fallTime,pulseWidth,pulseDelay,VpreCond1,VpreCond2,riseTimePrecond,fallTimePrecon,pulseWidthPreCond,bothSides,repetitions,preConEveryLoop,groundVoltageDuringPulse,measName,
SMU2,WGFMU1,0.000000,3.000000,0.000000,-2.500000,0.100000,0.000000020,0.000000020,0.000500000,0.001000000,0.000000,0.000000,0.000100000,0.000100000,0.005000000,0,4,0,0.000000,5e-4s-4V-m2p5V,
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,70066282.703,78597814.981
    1,  0.100,70148363.789,78676968.104
    2,  0.200,70201055.824,78677587.116
    3,  0.300,70364558.779,78939059.046
    4,  0.400,70743371.346,79467883.055
    5,  0.500,71384720.814,80328382.427
    6,  0.600,72543671.290,81760132.124
    7,  0.700,73856880.138,83432061.273
    8,  0.800,76039266.677,86102237.797
    9,  0.900,79796359.690,90585453.788
   10,  1.000,85623036.022,97541943.036
   11,  1.100,93208806.368,106582537.517
   12,  1.200,102002305.252,116806055.226
   13,  1.300,111719360.965,128358170.639
   14,  1.400,123163326.888,141625005.311
   15,  1.500,134694647.235,155705032.387
   16,  1.600,147516558.734,171370794.989
   17,  1.700,166400425.985,194261514.851
   18,  1.800,200292426.943,234824468.710
   19,  1.900,253877986.240,299976001.920
   20,  2.000,316545851.667,376067090.369
   21,  2.100,424772746.581,513874614.594
   22,  2.200,531152068.837,647920176.234
   23,  2.300,655007532.587,804117079.447
   24,  2.400,754660025.658,924898261.191
   25,  2.500,837310558.486,1039392994.491
   26,  2.600,888099467.140,1101806963.420
   27,  2.700,954927425.516,1178272652.292
   28,  2.800,993443274.389,1227596366.315
   29,  2.900,1023017902.813,1266464032.421
   30,  3.000,1060670343.657,1315443304.394
   31,  0.000,1097333479.644,1353546291.283
   32, -0.100,1101685578.936,1350074254.084
   33, -0.200,1099263493.459,1348799568.384
   34, -0.300,1085894233.902,1336898395.722
   35, -0.400,1031672340.865,1271617497.457
   36, -0.500,833472245.374,1033057851.240
   37, -0.600,459579943.931,554538900.904
   38, -0.700,185883971.225,216006048.169
   39, -0.800,104319886.500,119572885.652
   40, -0.900,83594566.353,95334337.522
   41, -1.000,76641272.858,87322516.984
   42, -1.100,73445705.262,83460610.765
   43, -1.200,71397462.534,81029397.465
   44, -1.300,69970682.284,79298368.040
   45, -1.400,68652556.278,77817983.736
   46, -1.500,67839383.476,76781326.781
   47, -1.600,67082128.650,75793175.582
   48, -1.700,66404589.885,74951843.441
   49, -1.800,66120511.244,74665870.231
   50, -1.900,66061542.933,74541754.564
   51, -2.000,66093416.435,74390924.307
   52, -2.100,66651114.740,74995125.317
   53, -2.200,67459996.222,75785133.988
   54, -2.300,68170508.075,76738314.673
   55, -2.400,69013588.776,77547032.275
   56, -2.500,69287104.977,78122558.670
