Setup title	pulsedAmplitudeSweep_DCIV
test date	19.09.2024
test time	14:46:21
Device ID	LBE247_ID301XR1000Oct
Count	0
TriggerOutput	0
TriggerPolarity	positive
Measurement parameters
groundWGFMU,pulseWGFMU,startVolage1,endVoltage1,startVolage2,endVoltage2,stepSize,riseTime,fallTime,pulseWidth,pulseDelay,VpreCond1,VpreCond2,riseTimePrecond,fallTimePrecon,pulseWidthPreCond,bothSides,repetitions,preConEveryLoop,groundVoltageDuringPulse,measName,
SMU2,WGFMU1,0.000000,3.000000,0.000000,-3.000000,0.100000,0.000000020,0.000000020,0.000200000,0.001000000,0.000000,0.000000,0.000100000,0.000100000,0.005000000,1,2,0,0.000000,2e-4s-3V-m3V,
Measurement Data
index, pulse amplitude (V), R_low (ohm), R_high (ohm)
    0,  0.000,4699248120.301,5288207297.726
    1,  0.100,4688232536.334,5293806246.691
    2,  0.200,4699248120.301,5285412262.156
    3,  0.300,4712535344.015,5305039787.798
    4,  0.400,4750593824.228,5339028296.850
    5,  0.500,4842615012.107,5449591280.654
    6,  0.600,5112474437.628,5780346820.809
    7,  0.700,5567928730.512,6341154090.044
    8,  0.800,6574621959.237,7468259895.444
    9,  0.900,7423904974.016,8424599831.508
   10,  1.000,7898894154.818,8976660682.226
   11,  1.100,9680542110.358,10976948408.342
   12,  1.200,10964912280.702,12391573729.864
   13,  1.300,12642225031.606,14184397163.121
   14,  1.400,14204545454.545,15873015873.016
   15,  1.500,16077170418.006,18148820326.679
   16,  1.600,16863406408.094,18903591682.420
   17,  1.700,18450184501.845,20449897750.511
   18,  1.800,19417475728.155,21739130434.783
   19,  1.900,20000000000.000,22573363431.151
   20,  2.000,21186440677.966,23584905660.377
   21,  2.100,21459227467.811,24271844660.194
   22,  2.200,21645021645.022,24271844660.194
   23,  2.300,21929824561.404,24691358024.691
   24,  2.400,22727272727.273,25188916876.574
   25,  2.500,22573363431.151,28735632183.908
   26,  2.600,23696682464.455,26178010471.204
   27,  2.700,24271844660.194,26385224274.406
   28,  2.800,24390243902.439,27322404371.585
   29,  2.900,26809651474.531,29069767441.860
   30,  3.000,27397260273.973,29850746268.657
   31,  2.900,27855153203.343,29673590504.451
   32,  2.800,27173913043.478,29761904761.905
   33,  2.700,28089887640.449,29154518950.437
   34,  2.600,27932960893.855,30674846625.767
   35,  2.500,27472527472.527,30030030030.030
   36,  2.400,27472527472.527,29850746268.657
   37,  2.300,27855153203.343,30120481927.711
   38,  2.200,27322404371.585,30303030303.030
   39,  2.100,27932960893.855,30769230769.231
   40,  2.000,27932960893.855,31250000000.000
   41,  1.900,27777777777.778,30769230769.231
   42,  1.800,28328611898.017,31055900621.118
   43,  1.700,28169014084.507,31847133757.962
   44,  1.600,27932960893.855,31746031746.032
   45,  1.500,28248587570.621,32051282051.282
   46,  1.400,28490028490.028,30959752321.981
   47,  1.300,28169014084.507,31545741324.921
   48,  1.200,28735632183.908,31152647975.078
   49,  1.100,28653295128.940,30864197530.864
   50,  1.000,28571428571.429,31948881789.137
   51,  0.900,29069767441.860,31055900621.118
   52,  0.800,28985507246.377,31746031746.032
   53,  0.700,29239766081.871,31948881789.137
   54,  0.600,28901734104.046,31152647975.078
   55,  0.500,28985507246.377,30581039755.352
   56,  0.400,28409090909.091,31152647975.078
   57,  0.300,28653295128.940,31347962382.445
   58,  0.200,28328611898.017,31746031746.032
   59,  0.100,27932960893.855,31645569620.253
   60,  0.000,28571428571.429,31746031746.032
   61,  0.000,28985507246.377,32051282051.282
   62, -0.100,28328611898.017,32258064516.129
   63, -0.200,28248587570.621,31250000000.000
   64, -0.300,28089887640.449,31347962382.445
   65, -0.400,26041666666.667,29325513196.481
   66, -0.500,24154589371.981,26809651474.531
   67, -0.600,18867924528.302,21459227467.811
   68, -0.700,12165450121.655,13717421124.829
   69, -0.800,8718395815.170,9891196834.817
   70, -0.900,6963788300.836,7936507936.508
   71, -1.000,5800464037.123,6784260515.604
   72, -1.100,5452562704.471,6337135614.702
   73, -1.200,5184033177.812,6031363088.058
   74, -1.300,5005005005.005,5800464037.123
   75, -1.400,4892367906.067,5665722379.603
   76, -1.500,4970178926.441,5688282138.794
   77, -1.600,4948045522.019,5630630630.631
   78, -1.700,4812319538.017,5506607929.515
   79, -1.800,4692632566.870,5428881650.380
   80, -1.900,4646840148.699,5336179295.624
   81, -2.000,4657661853.749,5293806246.691
   82, -2.100,4520795660.036,5213764337.852
   83, -2.200,4612546125.461,5216484089.724
   84, -2.300,4397537379.068,5076142131.980
   85, -2.400,4533091568.450,5120327700.973
   86, -2.500,4506534474.989,5138746145.940
   87, -2.600,4504504504.505,5102040816.327
   88, -2.700,4420866489.832,5012531328.321
   89, -2.800,4342162396.874,4935834155.972
   90, -2.900,4389815627.744,4904364884.747
   91, -3.000,4151100041.511,4728132387.707
   92, -2.900,4164931278.634,4734848484.848
   93, -2.800,4108463434.675,4723665564.478
   94, -2.700,4158004158.004,4737091425.865
   95, -2.600,4142502071.251,4697040864.256
   96, -2.500,4166666666.667,4723665564.478
   97, -2.400,4122011541.632,4677268475.210
   98, -2.300,4110152075.627,4692632566.870
   99, -2.200,4161464835.622,4714757190.005
  100, -2.100,4161464835.622,4732607666.824
  101, -2.000,4120313143.799,4710315591.145
  102, -1.900,4140786749.482,4683840749.415
  103, -1.800,4187604690.117,4719207173.195
  104, -1.700,4144218814.753,4701457451.810
  105, -1.600,4187604690.117,4723665564.478
  106, -1.500,4192872117.400,4714757190.005
  107, -1.400,4168403501.459,4714757190.005
  108, -1.300,4163197335.554,4714757190.005
  109, -1.200,4158004158.004,4705882352.941
  110, -1.100,4171881518.565,4708097928.437
  111, -1.000,4164931278.634,4721435316.336
  112, -0.900,4158004158.004,4705882352.941
  113, -0.800,4156275976.725,4705882352.941
  114, -0.700,4173622704.508,4679457182.967
  115, -0.600,4156275976.725,4688232536.334
  116, -0.500,4173622704.508,4692632566.870
  117, -0.400,4187604690.117,4697040864.256
  118, -0.300,4194630872.483,4712535344.015
  119, -0.200,4187604690.117,4705882352.941
  120, -0.100,4189359028.069,4730368968.780
  121,  0.000,4203446826.398,4703668861.712
